content_key,content_item_version_id,criterion_key,points_possible,covered,span_indexes,confidence,flags
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-c-criterion-04","1","true","5","high",""
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-d-criterion-01","1","true","7","high",""
"apstats-frq-u12-019","1147fd77-60f7-4fb4-a485-e0100e05c21f","part-d-criterion-02","1","true","7","high",""
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-a-criterion-01","1","true","1","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-a-criterion-02","1","true","1","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-a-criterion-03","1","true","1","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-b-criterion-01","1","true","3","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-b-criterion-02","1","true","3","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-b-criterion-03","1","true","3","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-c-criterion-01","1","true","5","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-c-criterion-02","1","true","5","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-c-criterion-03","1","true","5","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"apstats-frq-u12-020","3449fff0-009e-4ffc-ac1f-ef1c77c0b670","part-c-criterion-04","1","true","5","medium","The corrected South median and maximum cannot be calculated exactly from the supplied five-number summary alone; the answer states only supported direction and rank consequences."
"STATS-MOD1-E001","500a0a0c-f82d-498c-a53d-c523624edda7","definitions","1","true","1","high",""
"STATS-MOD1-E002","f99d019c-6b73-4f89-bd9e-9dc731e6b5f3","variable_classification","1","true","1","high",""
"STATS-MOD1-E003","76ca33ec-f07a-4bf6-83f6-d45bd2fb4c7b","population_sample","1","true","1","high",""
"STATS-MOD1-E005","f4297ecb-da88-4422-a13a-d347231ebc68","parameter_statistic","1","true","1","high",""
"STATS-MOD1-M001","b2f2de47-2c10-4b83-bf97-89cdfd695e18","sampling_methods","1","true","1","high",""
"STATS-MOD3-H006","cdcd1b0e-f691-4e4e-9fa8-ac68d393cfa0","bimodal_analysis","1","true","1","high",""
"STATS-MOD3-M006","8bf641e9-9524-47d4-8062-cbde41e6574e","percentile_zscore","1","true","1","high",""
"STATS-MOD3-M007","90fdfeba-dc7f-464c-9420-06a78ddb1830","standard_normal_utility","1","true","1","high",""
"STATS-MOD4-E005","f112c2b6-7101-4fb9-bee4-94d2c90ef8c4","experiment_vs_survey","1","true","1","high",""
"STATS-MOD4-H012","a52543cb-3b89-4cdf-ab6c-33698e75d9a6","double_blind_importance","1","true","1","high",""
"STATS-MOD4-M009","3e2d90af-711c-4c4c-a090-fed3cebd2159","matched_pairs_design","1","true","1","high",""
"STATS-MOD9-H018","b539a1fe-8edb-49ef-ae56-c5e28f9bae10","power_sample_size","1","true","1","high",""
