content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_check,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,evidence_fields_used,template_family
apphycem-mcq-029,ap-physics-c-em,mcq,10,10.1,Electrostatics with Conductors,recovered_author_code,high,"The author code is retained after checking the complete item Electrostatics with Conductors: In electrostatic equilibrium, the electric field just outside a conductor is A. tangent to the surface B. normal to the surface C. zero for every charge…",10.1,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:10.1
apphycem-mcq-030,ap-physics-c-em,mcq,10,10.4,Dielectrics,recovered_author_code,high,The author code is retained after checking the complete item Dielectrics: A dielectric with κ>1 fully fills a capacitor that remains connected to an ideal battery. Stored energy A. becomes 1/κ as large B. is unchanged C. becom…,10.4,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:10.4
apphycem-mcq-031,ap-physics-c-em,mcq,11,11.1,Electric Current,recovered_author_code,high,The author code is retained after checking the complete item Electric Current: Total current through a surface is A. ∫J·dA B. ∫J·dl C. JA always D. ∫|J|dA,11.1,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:11.1
apphycem-mcq-032,ap-physics-c-em,mcq,11,11.2,Simple Circuits,recovered_author_code,high,"The author code is retained after checking the complete item Simple Circuits: In a steady series circuit, current through each element is A. the same B. proportional to resistance C. zero after each resistor D. largest nearest the…",11.2,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:11.2
apphycem-mcq-033,ap-physics-c-em,mcq,11,11.3,"Resistance, Resistivity, and Ohm's Law",recovered_author_code,high,"The author code is retained after checking the complete item Resistance, Resistivity, and Ohm's Law: A wire's length doubles and radius doubles with resistivity unchanged. Its resistance becomes A. 2R B. R C. R/2 D. R/4",11.3,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:11.3
apphycem-mcq-035,ap-physics-c-em,mcq,11,11.6,Kirchhoff's Loop Rule,recovered_author_code,high,The author code is retained after checking the complete item Kirchhoff's Loop Rule: Kirchhoff's loop rule for a steady circuit follows from conservation of A. charge B. energy C. momentum D. magnetic flux only,11.6,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:11.6
apphycem-mcq-036,ap-physics-c-em,mcq,11,11.8,Resistor Capacitor (RC) Circuits,recovered_author_code,high,"The author code is retained after checking the complete item Resistor Capacitor (RC) Circuits: An uncharged capacitor connects through R to ideal emf ε. Immediately after closing, current is A. 0 B. ε/R C. ε/(2R) D. infinite for any R",11.8,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:11.8
apphycem-mcq-037,ap-physics-c-em,mcq,12,12.1,Magnetic Fields,recovered_author_code,high,The author code is retained after checking the complete item Magnetic Fields: Gauss's law for magnetism states A. ∮B·dA=0 B. ∮B·dA=μ₀Q C. ∮B·dl=0 always D. ∇×B=0 everywhere,12.1,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:12.1
apphycem-mcq-038,ap-physics-c-em,mcq,12,12.2,Magnetism and Moving Charges,recovered_author_code,high,The author code is retained after checking the complete item Magnetism and Moving Charges: A static magnetic field acting alone on a point charge does A. positive work B. negative work C. zero work D. work depends on the sign of the charge,12.2,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:12.2
apphycem-mcq-039,ap-physics-c-em,mcq,12,12.4,Ampère's Law,recovered_author_code,high,"The author code is retained after checking the complete item Ampère's Law: For a long ideal solenoid with n turns per length, interior field is A. μ₀nI B. μ₀I/(2πr) C. (1/2)μ₀nI D. zero",12.4,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:12.4
apphycem-mcq-040,ap-physics-c-em,mcq,13,13.1,Magnetic Flux,recovered_author_code,high,The author code is retained after checking the complete item Magnetic Flux: Uniform B crosses a single loop of area A at angle θ to the area normal. Flux is A. BA sinθ B. BA cosθ C. BA D. 2BA cosθ,13.1,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:13.1
apphycem-mcq-041,ap-physics-c-em,mcq,13,13.3,Induced Currents and Magnetic Forces,recovered_author_code,high,The author code is retained after checking the complete item Induced Currents and Magnetic Forces: A conducting plate entering a magnetic-field region experiences a force opposing motion because A. eddy currents obey Lenz's law B. eddy currents reinfo…,13.3,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:13.3
apphycem-mcq-042,ap-physics-c-em,mcq,13,13.4,Inductance,recovered_author_code,high,The author code is retained after checking the complete item Inductance: Energy stored in an ideal inductor carrying current I is A. LI² B. (1/2)LI² C. 2LI² D. (1/4)LI²,13.4,agrees,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,legacy:mcq:13.4
apphycem-mcq-np1-001,ap-physics-c-em,mcq,8,8.6,Gauss's Law,derived,high,"The complete item most directly assesses Gauss's Law: An infinitely long, uniformly charged wire has linear charge density lambda > 0. Using Gauss's law with a cylindrical Gaussian surface of length L, whic…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,np1:mcq:8.6
apphycem-mcq-np1-002,ap-physics-c-em,mcq,8,8.6,Gauss's Law,derived,high,"The complete item most directly assesses Gauss's Law: A thin spherical shell of radius R carries total charge +Q uniformly distributed on its surface. Using a spherical Gaussian surface of radius r, where r…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,np1:mcq:8.6
apphycem-mcq-np1-003,ap-physics-c-em,mcq,9,9.2,Electric Potential,derived,high,"The complete item most directly assesses Electric Potential: In a region of space, the electric potential decreases as x increases (dV/dx < 0 everywhere in this region). What can be concluded about the electric fi…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,np1:mcq:9.2
apphycem-mcq-np1-004,ap-physics-c-em,mcq,9,9.2,Electric Potential,derived,medium,"The complete item most directly assesses Electric Potential: A charge +Q is fixed at one location, and a charge -Q of equal magnitude is fixed a distance away. At the midpoint between them, which statement is corr…",,,false,8.3,false,true,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,np1:mcq:9.2
apphycem-mcq-np1-005,ap-physics-c-em,mcq,10,10.4,Dielectrics,derived,high,"The complete item most directly assesses Dielectrics: A cylindrical capacitor consists of two coaxial conducting cylinders of length L, inner radius a and outer radius b. A dielectric of constant kappa comp…",,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,np1:mcq:10.4
apphycem-mcq-np1-006,ap-physics-c-em,mcq,8,8.6,Gauss's Law,derived,high,The complete item most directly assesses Gauss's Law: A solid insulating sphere of radius R has uniform volume charge density rho. What is the electric field magnitude at a distance r = R/2 from the center …,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,np1:mcq:8.6
apphycem-mcq-np1-009,ap-physics-c-em,mcq,10,10.1,Electrostatics with Conductors,derived,high,The complete item most directly assesses Electrostatics with Conductors: A charged conductor is in electrostatic equilibrium. Which statement correctly describes the electric field at a point just inside the conductor's surfa…,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,np1:mcq:10.1
apphycem-mcq-np1-010,ap-physics-c-em,mcq,8,8.5,Electric Flux,derived,high,The complete item most directly assesses Electric Flux: A point charge +Q sits at the exact center of a cubical Gaussian surface. What is the electric flux through one face of the cube?,,,false,,false,false,ef9618c9-de85-4941-8837-4dce4c755e62,stem+stimulus+answer_choices,np1:mcq:8.5
