batch_id,subject_key,item_type,content_key,content_item_version_id,production_status,frq_form,review_stage,tutor_a_status,tutor_b_status,aggregate_status,selection_reason,stem_preview
BIO-RV-B2,biology,mcq,APBIO-MCQ-089,88a75e23-1c55-45a8-8d67-e602ef10e4a0,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"A rabbit population in a large meadow starts at 100 individuals. Which growth pattern is most likely when resources are abundant, and what happens as the population approaches the meadow's carrying capacity?"
BIO-RV-B2,biology,mcq,APBIO-MCQ-092,d0b6d93d-ed30-4e2c-9728-84d9243ba2b7,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Which correctly predicts the outcome when two Paramecium species with identical resource requirements are grown together versus separately?
BIO-RV-B2,biology,mcq,APBIO-MCQ-095,6eeb010a-5524-4c44-a525-3fad0ba3017d,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A grassland ecosystem has the following annual net primary productivity and biomass at each trophic level. Approximately how much energy (kcal/m²/year) is available to tertiary consumers (4th trophic level)?
BIO-RV-B2,biology,mcq,APBIO-MCQ-098,6494a7d6-c087-4414-966e-54ba9fab5811,draft,,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"Based on the species-area relationship and island biogeography theory, which island would be predicted to have the highest species richness at equilibrium?"
BIO-RV-B2,biology,frq,APBIO-FRQ-L-013,fe262443-a542-44e8-80a5-c945c6d4b5ee,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,Answer all parts of the following question. (a) A pancreatic acinar cell synthesizes and secretes the digestive enzyme trypsinogen. Trace the complete pathway of a trypsinogen molecule from its synthesis to its secretion from the cell. Name
BIO-RV-B2,biology,frq,APBIO-FRQ-S-018,4fd9f55d-75d7-415b-a306-f18c4f27ca5c,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Cells in multicellular organisms communicate and exchange materials through direct cell-to-cell connections.
BIO-RV-B2,biology,frq,APBIO-FRQ-L-017,c8b79324-fb0c-47e9-865c-001303949318,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,Answer all parts of the following question. (a) Describe the sequence of molecular events that occurs when insulin binds to its receptor on a liver cell. Begin with receptor binding and end with GLUT4 transporter insertion into the plasma m
BIO-RV-B2,biology,frq,APBIO-FRQ-S-022,fa634e73-bee8-4b18-8cd5-f3a5819d0095,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A researcher adds a molecule that resembles the substrate of an enzyme and observes that increasing substrate concentration eventually restores enzyme activity.
BIO-RV-B2,biology,frq,APBIO-FRQ-L-022,920efb75-adb8-4a5b-82de-631fdd646811,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,"Answer all parts of the following question. (a) MicroRNAs (miRNAs) are small non-coding RNAs that regulate gene expression post-transcriptionally. (i) Describe the biogenesis of a miRNA, beginning with the miRNA gene and ending with the fun"
BIO-RV-B2,biology,frq,APBIO-FRQ-S-027,701c08dc-f2b5-42d1-9033-13b31ce0b855,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A cell synthesizes a secretory protein. The protein begins on ribosomes and must reach the extracellular space.
BIO-RV-B2,biology,frq,APBIO-FRQ-L-026,cb0a431c-43dc-4ddd-9744-979e75872d0a,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,Answer all parts of the following question. (a) Genetic drift is a random change in allele frequencies due to chance events. (i) Explain the bottleneck effect and how it differs mechanistically from natural selection as a cause of reduced g
BIO-RV-B2,biology,frq,APBIO-FRQ-S-031,f4dc03a9-a479-4443-aa4f-5e6870cd6fae,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A student observes that membrane fluidity increases when unsaturated fatty acids replace saturated fatty acids in phospholipids.
BIO-RV-B2,biology,frq,APBIO-FRQ-L-030,d42ad5a7-8d6f-43f4-8e73-1e11424e85ec,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,Answer all parts of the following question. (a) The MacArthur-Wilson theory of island biogeography predicts that species richness on an island represents a dynamic equilibrium between immigration and extinction rates. (i) Explain how island
BIO-RV-B2,biology,frq,APBIO-FRQ-S-035,cd8c4dbe-fd04-4030-ab4c-44e83b18f06b,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"C4 plants such as corn use a two-stage carbon fixation process to minimize photorespiration in hot, dry conditions."
BIO-RV-B2,biology,frq,APBIO-FRQ-L-034,d5047a07-0ace-463d-a52c-13ef0f9b7321,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,"Answer all parts of the following question. (a) Using the data, describe the relationship between Death Ligand concentration and the percentage of apoptotic cells in the untreated (no inhibitor) condition. (b) Explain how binding of Death L"
BIO-RV-B2,biology,frq,APBIO-FRQ-S-040,147bce72-cd31-4acf-86bb-936aa8f2451a,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A growth factor binds to a receptor tyrosine kinase (RTK) on the surface of a dividing cell.
BIO-RV-B2,biology,frq,APBIO-FRQ-L-038,cdd737d7-dc54-437b-8a9b-e612c1c0a099,draft,long,tutor_question,unassigned,not_required,pending,draft_long_frq,"Answer all parts of the following question. (a) Using the table, identify which two species are most closely related based on number of nucleotide differences, and explain the reasoning connecting sequence similarity to evolutionary related"
BIO-RV-B2,biology,frq,APBIO-FRQ-S-044,db14adfa-f6f1-4dba-8cc2-c4d9e6a0e07b,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A plant stem bends toward a light source in a response known as phototropism.
BIO-RV-B2,biology,frq,APBIO-FRQ-S-048,80b8137c-f445-44cc-85a1-3cea268671f3,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"Human ABO blood type is controlled by three alleles (I^A, I^B, i). I^A and I^B are codominant; i is recessive to both."
BIO-RV-B2,biology,frq,APBIO-FRQ-S-053,a79ae546-3878-4cc2-bbd9-ce476dfdbc05,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A ribosome translates an mRNA sequence starting from the start codon AUG.
BIO-RV-B2,biology,frq,APBIO-FRQ-S-057,72a65536-e845-444f-aebc-9fe192a31ab6,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"A population of mice lives on light-colored sand dunes. Over generations, the average fur color shifts from dark to light."
BIO-RV-B2,biology,frq,APBIO-FRQ-S-061,d83f1bbd-6875-4de6-bbe1-c3287551f030,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A population of finches on a large island diverges into two populations that differ in beak size after a geographic barrier forms.
BIO-RV-B2,biology,frq,APBIO-FRQ-S-066,b04494ef-84f0-4ce2-8599-867fb2f3bca8,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"Sea otters eat sea urchins, which graze on kelp. When otters were hunted to near extinction, kelp forests disappeared."
BIO-RV-B2,biology,frq,APBIO-FRQ-S-070,c40570e1-5369-4a3e-9f47-334426435967,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"A field ecologist studies a predator-prey relationship between wolves and moose on an island, recording population cycles over 50 years."
BIO-RV-B2,biology,frq,APBIO-FRQ-S-074,0ac026bd-7daa-421e-a4f3-d2f4ba5dd9f6,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A student extracts DNA from human cheek cells and runs a gel electrophoresis after restriction enzyme digestion.
BIO-RV-B2,biology,frq,APBIO-FRQ-S-079,f4ecee12-b9c1-4255-aaf9-f0138057b763,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Researchers find that a mutualistic relationship between nitrogen-fixing bacteria (Rhizobium) and legume plants increases soil nitrogen.
BIO-RV-B2,biology,frq,APBIO-FRQ-S-083,a2404d89-4c80-4210-b509-197dbf338f91,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,Scientists sequence the promoter regions of an inducible gene and find a short palindromic sequence where a repressor protein binds.
BIO-RV-B2,biology,frq,APBIO-FRQ-S-087,0b08c3f2-11ec-45bc-a978-5c15c8b85795,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,"A scientist studies stabilizing selection in human birth weight, finding that very low and very high birth weights have higher infant mortality."
BIO-RV-B2,biology,frq,APBIO-FRQ-S-092,8deea357-748e-472a-9ce0-81c22b462fec,draft,short,tutor_question,unassigned,not_required,pending,draft_beta_pipeline,A researcher compares the structure of hemoglobin in humans and myoglobin in muscle tissue.
