content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_check,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,evidence_fields_used,template_family
apprecalc-mcq-012,ap-precalculus,mcq,2,2.6,Competing Function Model Validation,derived,high,The complete item most directly assesses Competing Function Model Validation: A residual plot for an exponential regression shows a clear U-shaped pattern. This most strongly indicates,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.6
apprecalc-mcq-013,ap-precalculus,mcq,2,2.5,Exponential Function Context and Data Modeling,derived,high,The complete item most directly assesses Exponential Function Context and Data Modeling: A medicine has half-life 5 hours. The fraction remaining after 15 hours is,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.5
apprecalc-mcq-014,ap-precalculus,mcq,2,2.11,Logarithmic Functions,derived,high,"The complete item most directly assesses Logarithmic Functions: For h(x)=ln(x²−4), the domain is",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.11
apprecalc-mcq-015,ap-precalculus,mcq,3,3.3,Sine and Cosine Function Values,derived,high,The complete item most directly assesses Sine and Cosine Function Values: Convert 150° to radians.,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.3
apprecalc-mcq-016,ap-precalculus,mcq,3,3.5,Sinusoidal Functions,derived,high,"The complete item most directly assesses Sinusoidal Functions: A sinusoid has maximum 14, minimum 6, and period 8. Its amplitude and midline are",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.5
apprecalc-mcq-017,ap-precalculus,mcq,3,3.10,Trigonometric Equations and Inequalities,derived,high,"The complete item most directly assesses Trigonometric Equations and Inequalities: On 0≤x<2π, the solutions to 2sin x=√3 are",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.10
apprecalc-mcq-018,ap-precalculus,mcq,3,3.9,Inverse Trigonometric Functions,derived,high,"The complete item most directly assesses Inverse Trigonometric Functions: If θ=arccos(−1/2), using the principal range of arccos, then θ=",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.9
apprecalc-mcq-019,ap-precalculus,mcq,3,3.13,Trigonometry and Polar Coordinates,derived,high,"The complete item most directly assesses Trigonometry and Polar Coordinates: The polar point (r,θ)=(−3,π/6) has Cartesian coordinates",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.13
apprecalc-mcq-020,ap-precalculus,mcq,3,3.14,Polar Function Graphs,derived,high,"The complete item most directly assesses Polar Function Graphs: For the polar curve r=4sin θ, which description is correct?",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.14
apprecalc-mcq-022,ap-precalculus,mcq,1,1.5,Polynomial Functions and Complex Zeros,derived,high,"The complete item most directly assesses Polynomial Functions and Complex Zeros: The polynomial p(x)=x⁴−5x²+4 has which complete set of real zeros? A. {−4,−1,1,4} B. {−2,−1,1,2} C. {−2,−1,1} D. {−2,1,2}",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.5
apprecalc-mcq-023,ap-precalculus,mcq,1,1.6,Polynomial Functions and End Behavior,derived,high,The complete item most directly assesses Polynomial Functions and End Behavior: Which statement describes the end behavior of q(x)=−3x⁵+2x²−7? A. q(x)→∞ at both ends B. q(x)→−∞ at both ends C. q(x)→−∞ as x→∞ and q(x)→∞ as x→−∞ D. q(…,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.6
apprecalc-mcq-024,ap-precalculus,mcq,1,1.9,Rational Functions and Vertical Asymptotes,derived,high,"The complete item most directly assesses Rational Functions and Vertical Asymptotes: For r(x)=(x+1)/(x²−5x+6), which values are vertical asymptotes? A. x=−1 only B. x=2 only C. x=3 only D. x=2 and x=3",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.9
apprecalc-mcq-025,ap-precalculus,mcq,1,1.10,Rational Functions and Holes,derived,high,"The complete item most directly assesses Rational Functions and Holes: Let h(x)=(x²−9)/(x−3) for x≠3. Which statement is true? A. The graph has a hole at (3,6). B. The graph has a vertical asymptote at x=3. C. The graph has…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.10
apprecalc-mcq-026,ap-precalculus,mcq,1,1.12,Transformations of Functions,derived,high,"The complete item most directly assesses Transformations of Functions: If g(x)=−2f(x−3)+5, which transformation takes the graph of f to the graph of g? A. Left 3, vertical stretch 2, reflect across x-axis, up 5 B. Right 3, …",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.12
apprecalc-mcq-027,ap-precalculus,mcq,1,1.13,Function Model Selection and Assumption Articulation,derived,high,The complete item most directly assesses Function Model Selection and Assumption Articulation: A table has constant second differences and nonconstant first differences for equally spaced inputs. Which model type is most appropriate? A. Linear B. …,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.13
apprecalc-mcq-028,ap-precalculus,mcq,1,1.5,Polynomial Functions and Complex Zeros,derived,medium,"The complete item most directly assesses Polynomial Functions and Complex Zeros: When p(x)=2x³−3x²+4x−5 is divided by x−2, what is the remainder? A. 3 B. 12 C. 15 D. 7",,,false,1.11,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.5
apprecalc-mcq-029,ap-precalculus,mcq,1,1.8,Rational Functions and Zeros,derived,high,"The complete item most directly assesses Rational Functions and Zeros: For which x is (x−1)/(x+2)≤0? A. (−2,1] B. (−∞,−2)∪[1,∞) C. [−2,1] D. (−∞,1]",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.8
apprecalc-mcq-030,ap-precalculus,mcq,1,1.4,Polynomial Functions and Rates of Change,derived,high,"The complete item most directly assesses Polynomial Functions and Rates of Change: A cubic regression for data is y=0.42x³−1.8x²+0.65x+7.1. What is the predicted change in y from x=2.4 to x=3.1, to the nearest hundredth? A. 0.64 B. 0.2…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.4
apprecalc-mcq-031,ap-precalculus,mcq,1,1.4,Polynomial Functions and Rates of Change,derived,high,"The complete item most directly assesses Polynomial Functions and Rates of Change: For f(x)=x⁴−6x²+2, what is the average rate of change from x=1.2 to x=2.7, to the nearest tenth? A. -10.6 B. 24.0 C. 10.6 D. 16.0",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:1.4
apprecalc-mcq-032,ap-precalculus,mcq,2,2.3,Exponential Functions,derived,high,"The complete item most directly assesses Exponential Functions: For f(x)=7(1.12)^x, which statement is true? A. f decreases by 12% per unit B. f increases by 112% per unit C. f has a constant increase of 0.12 D. f in…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.3
apprecalc-mcq-033,ap-precalculus,mcq,2,2.4,Exponential Function Manipulation,derived,high,The complete item most directly assesses Exponential Function Manipulation: Which expression is equivalent to 5·2^(3x−1)? A. (5/2)·8^x B. 10·8^x C. 5·6^x−1 D. (5/2)·6^x,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.4
apprecalc-mcq-034,ap-precalculus,mcq,2,2.13,Exponential and Logarithmic Equations and Inequalities,derived,high,The complete item most directly assesses Exponential and Logarithmic Equations and Inequalities: What is the solution to log₃(x−1)+log₃(x+1)=2? A. x=3 B. x=√10 C. x=−√10 D. x=10,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.13
apprecalc-mcq-035,ap-precalculus,mcq,2,2.10,Inverses of Exponential Functions,derived,high,"The complete item most directly assesses Inverses of Exponential Functions: If f(x)=4^(x−2)+1, which formula gives f⁻¹(x)? A. log₄(x+1)−2 B. 4^(x+2)−1 C. log₄(x−1)+2 D. log_(1/4)(x−1)+2",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.10
apprecalc-mcq-036,ap-precalculus,mcq,2,2.7,Composition of Functions,derived,high,"The complete item most directly assesses Composition of Functions: If f(x)=2x−5 and g(x)=x²+1, what is (g∘f)(x)? A. (x²+1)²−5 B. (2x−4)²+1 C. (2x−5)²−1 D. (2x−5)²+1",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.7
apprecalc-mcq-037,ap-precalculus,mcq,2,2.6,Competing Function Model Validation,derived,high,"The complete item most directly assesses Competing Function Model Validation: For x=0,1,2,3,4, a quantity has values 6.1, 9.0, 13.6, 20.2, 30.5. Which claim is best supported? A. An exponential model, because successive ratios are…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.6
apprecalc-mcq-038,ap-precalculus,mcq,2,2.15,Semi-log Plots,derived,high,"The complete item most directly assesses Semi-log Plots: Points from y=ab^x lie on a line when log₁₀(y) is plotted against x. If the line has slope 0.3010, what is b approximately? A. 0.301 B. 2 C. 1.301 D. 10…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.15
apprecalc-mcq-040,ap-precalculus,mcq,2,2.14,Logarithmic Function Context and Data Modeling,derived,high,"The complete item most directly assesses Logarithmic Function Context and Data Modeling: A logarithmic regression is y=4.8+2.3ln(x). What x gives y=12, to the nearest tenth? A. 8.4 B. 15.2 C. 31.7 D. 22.9",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:2.14
apprecalc-mcq-041,ap-precalculus,mcq,3,3.3,Sine and Cosine Function Values,derived,high,The complete item most directly assesses Sine and Cosine Function Values: What is the exact value of cos(5π/6)? A. −√3/2 B. −1/2 C. 1/2 D. √3/2,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.3
apprecalc-mcq-043,ap-precalculus,mcq,3,3.5,Sinusoidal Functions,derived,high,"The complete item most directly assesses Sinusoidal Functions: Which function has midline y=−1, amplitude 3, period π, and a maximum at x=0? A. 3sin(2x)−1 B. −3cos(x)−1 C. 3cos(2x)−1 D. 3cos(x/2)−1",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.5
apprecalc-mcq-045,ap-precalculus,mcq,3,3.7,Sinusoidal Function Context and Data Modeling,derived,high,"The complete item most directly assesses Sinusoidal Function Context and Data Modeling: A sinusoidal model is T(t)=18+7sin((π/6)(t−2)), where t is hours. What is T(5.5), to the nearest tenth? A. 24.8 B. 11.2 C. 18.2 D. 25.0",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.7
apprecalc-mcq-047,ap-precalculus,mcq,3,3.12,Equivalent Representations of Trigonometric Functions,derived,high,The complete item most directly assesses Equivalent Representations of Trigonometric Functions: Which expression is equivalent to (1−cos²x)/sin x where sin x≠0? A. cos x B. tan x C. sin x D. 1,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.12
apprecalc-mcq-049,ap-precalculus,mcq,3,3.14,Polar Function Graphs,derived,high,"The complete item most directly assesses Polar Function Graphs: For r=2+2cosθ, which statement best describes the graph? A. A cardioid symmetric about the polar axis with a cusp at the pole B. A circle centered at (2…",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,legacy:mcq:3.14
apprecalc-mcq-np2-001,ap-precalculus,mcq,1,1.6,Polynomial Functions and End Behavior,derived,high,"The complete item most directly assesses Polynomial Functions and End Behavior: As x approaches negative infinity, what is the end behavior of f(x) = -3x^5 + 2x^2 - 1?",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:1.6
apprecalc-mcq-np2-002,ap-precalculus,mcq,1,1.10,Rational Functions and Holes,derived,medium,"The complete item most directly assesses Rational Functions and Holes: For g(x) = (x^2-16)/[(x-4)(x+1)], which correctly describes the behavior of g at x=4 and at x=-1?",,,false,1.9,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:1.10
apprecalc-mcq-np2-003,ap-precalculus,mcq,2,2.6,Competing Function Model Validation,derived,high,The complete item most directly assesses Competing Function Model Validation: A data set shows output values with a constant ratio of 1.2 between consecutive equal-interval inputs. A student instead runs an exponential regression …,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:2.6
apprecalc-mcq-np2-004,ap-precalculus,mcq,2,2.12,Logarithmic Function Manipulation,derived,high,The complete item most directly assesses Logarithmic Function Manipulation: Which expression is equivalent to log base 5 of (25x^3)?,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:2.12
apprecalc-mcq-np2-005,ap-precalculus,mcq,2,2.13,Exponential and Logarithmic Equations and Inequalities,derived,high,The complete item most directly assesses Exponential and Logarithmic Equations and Inequalities: What is the solution set of e^(2x) - 4e^x + 3 = 0?,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:2.13
apprecalc-mcq-np2-006,ap-precalculus,mcq,3,3.5,Sinusoidal Functions,derived,high,The complete item most directly assesses Sinusoidal Functions: A sinusoidal function completes 4 full cycles every 24 seconds. What is the value of b in the general form y = a*sin(b(x+c)) + d?,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:3.5
apprecalc-mcq-np2-007,ap-precalculus,mcq,3,3.3,Sine and Cosine Function Values,derived,high,The complete item most directly assesses Sine and Cosine Function Values: What is the exact value of cos(5*pi/6)?,,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:3.3
apprecalc-mcq-np2-008,ap-precalculus,mcq,3,3.13,Trigonometry and Polar Coordinates,derived,high,"The complete item most directly assesses Trigonometry and Polar Coordinates: Convert the polar coordinates (r,theta) = (-4, pi/3) to rectangular coordinates.",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:3.13
apprecalc-mcq-np2-009,ap-precalculus,mcq,1,1.4,Polynomial Functions and Rates of Change,derived,medium,"The complete item most directly assesses Polynomial Functions and Rates of Change: A function's outputs at equally spaced inputs have constant third differences, but non-constant second differences. What is the minimum degree of a poly…",,,false,1.6,false,true,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:1.4
apprecalc-mcq-np2-010,ap-precalculus,mcq,3,3.11,"The Secant, Cosecant, and Cotangent Functions",derived,high,"The complete item most directly assesses The Secant, Cosecant, and Cotangent Functions: For which value of x is csc(x) undefined?",,,false,,false,false,16383753-6775-430d-960a-544cd6ee0972,stem+stimulus+answer_choices,np2:mcq:3.11
