content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_check,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,evidence_fields_used,template_family
apphy1-mcq-019,ap-physics-1,mcq,2,2.4,Newton's First Law,derived,high,The stem and answer choices assess: A passenger lurches forward when a car stops because A. a forward force appears B. inertia preserves forward motion C. the seat removes mass D. gra…; this most directly matches Newton's First Law.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.4
apphy1-mcq-020,ap-physics-1,mcq,3,3.2,Work,derived,high,The stem and answer choices assess: A force does negative work on an object when it A. is perpendicular to displacement B. has a component opposite displacement C. is larger than weig…; this most directly matches Work.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.2
apphy1-mcq-021,ap-physics-1,mcq,6,6.6,Motion of Orbiting Satellites,derived,high,The stem and answer choices assess: A satellite of mass m orbits a planet of mass M in a circular orbit of radius r. Which expression gives the satellite's orbital speed? A. √(GM/r) B…; this most directly matches Motion of Orbiting Satellites.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-6.6
apphy1-mcq-022,ap-physics-1,mcq,6,6.6,Motion of Orbiting Satellites,derived,high,"The stem and answer choices assess: For a satellite in a circular orbit around a planet, how does the orbital period T depend on the orbital radius r? A. T ∝ r^(1/2) B. T ∝ r C. T ∝ r…; this most directly matches Motion of Orbiting Satellites.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-6.6
apphy1-mcq-023,ap-physics-1,mcq,6,6.6,Motion of Orbiting Satellites,derived,high,The stem and answer choices assess: Two satellites orbit the same planet in circular orbits. Satellite 1 has a smaller orbital radius than Satellite 2. The two satellites have differe…; this most directly matches Motion of Orbiting Satellites.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-6.6
apphy1-mcq-024,ap-physics-1,mcq,8,8.1,Internal Structure and Density,derived,high,The stem and answer choices assess: A block has a mass of 2.70 kg and a volume of 1.00 × 10⁻³ m³. The density of the block is closest to A. 2700 kg/m³ B. 0.00037 kg/m³ C. 27 kg/m³ D. …; this most directly matches Internal Structure and Density.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-8.1
apphy1-mcq-025,ap-physics-1,mcq,8,8.3,Fluids and Newton's Laws,derived,high,The stem and answer choices assess: An object is fully submerged in a fluid of density ρ_f and displaces a volume V of that fluid. What is the magnitude of the buoyant force on the ob…; this most directly matches Fluids and Newton's Laws.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-8.3
apphy1-mcq-026,ap-physics-1,mcq,8,8.3,Fluids and Newton's Laws,derived,high,"The stem and answer choices assess: An object floats partially submerged in water, at rest. Which statement correctly compares the buoyant force on the object to the object's weight? …; this most directly matches Fluids and Newton's Laws.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-8.3
apphy1-mcq-027,ap-physics-1,mcq,1,1.2,"Displacement, Velocity, and Acceleration",recovered_author_code,high,"The author code is retained after a per-item content check: A bicycle's velocity decreases uniformly from 12 m/s to 0 in 4.0 s. How far does it travel while stopping? A. 12 m B. 24 m C. 6 m D. 48 m; this most directly matches Displacement, Velocity, and Acceleration.",1.2,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-1.2
apphy1-mcq-028,ap-physics-1,mcq,1,1.5,Vectors and Motion in Two Dimensions,recovered_author_code,high,The author code is retained after a per-item content check: A ball rolls horizontally from a 20 m-high ledge at 5.0 m/s. Neglect air resistance and use g=10 m/s². How far from the ledge does it land? A. 5.0 …; this most directly matches Vectors and Motion in Two Dimensions.,1.5,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-1.5
apphy1-mcq-029,ap-physics-1,mcq,1,1.4,Reference Frames and Relative Motion,recovered_author_code,high,The author code is retained after a per-item content check: Train A moves east at 30 m/s while Train B moves east at 20 m/s. What is A's velocity relative to B? A. 10 m/s east B. 10 m/s west C. 50 m/s east D…; this most directly matches Reference Frames and Relative Motion.,1.4,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-1.4
apphy1-mcq-030,ap-physics-1,mcq,2,2.3,Newton's Third Law,recovered_author_code,high,"The author code is retained after a per-item content check: A truck collides with a small car. During contact, which comparison of interaction forces is correct? A. Truck on car is larger B. Car on truck is …; this most directly matches Newton's Third Law.",2.3,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.3
apphy1-mcq-031,ap-physics-1,mcq,2,2.6,Gravitational Force,recovered_author_code,high,The author code is retained after a per-item content check: At a distance r from a planet's center the gravitational field is g₀. At distance 2r it is A. 4g₀ B. 2g₀ C. g₀/2 D. g₀/4; this most directly matches Gravitational Force.,2.6,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.6
apphy1-mcq-032,ap-physics-1,mcq,2,2.7,Kinetic and Static Friction,recovered_author_code,high,The author code is retained after a per-item content check: A horizontal push on a stationary crate increases from zero but remains below the threshold for slipping. The friction force A. is always μ_sN B. m…; this most directly matches Kinetic and Static Friction.,2.7,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.7
apphy1-mcq-033,ap-physics-1,mcq,2,2.8,Spring Forces,recovered_author_code,high,"The author code is retained after a per-item content check: An ideal horizontal spring is stretched 0.15 m to the right of equilibrium. If k=80 N/m, the spring force on the attached block is A. 12 N right B.…; this most directly matches Spring Forces.",2.8,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.8
apphy1-mcq-034,ap-physics-1,mcq,2,2.9,Circular Motion,recovered_author_code,high,The author code is retained after a per-item content check: A rider moves through the bottom of a vertical circular track at speed v. Which radial equation is correct if inward is upward? A. N+mg=mv²/r B. N-…; this most directly matches Circular Motion.,2.9,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.9
apphy1-mcq-035,ap-physics-1,mcq,2,2.1,Systems and Center of Mass,recovered_author_code,high,"The author code is retained after a per-item content check: Masses 1.0 kg and 3.0 kg are at x=0 and x=4.0 m, respectively. The center of mass is at A. 1.0 m B. 2.0 m C. 3.0 m D. 4.0 m; this most directly matches Systems and Center of Mass.",2.1,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-2.1
apphy1-mcq-036,ap-physics-1,mcq,3,3.1,Translational Kinetic Energy,recovered_author_code,high,"The author code is retained after a per-item content check: If an object's speed triples while its mass is unchanged, its translational kinetic energy becomes A. 3 times as large B. 6 times as large C. 9 tim…; this most directly matches Translational Kinetic Energy.",3.1,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.1
apphy1-mcq-037,ap-physics-1,mcq,3,3.2,Work,recovered_author_code,high,The author code is retained after a per-item content check: A 50 N force pulls a crate 4.0 m while directed 60° above the horizontal displacement. The work by this force is A. 0 J B. 100 J C. 173 J D. 200 J; this most directly matches Work.,3.2,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.2
apphy1-mcq-038,ap-physics-1,mcq,3,3.3,Potential Energy,recovered_author_code,high,"The author code is retained after a per-item content check: In one dimension, a conservative force points in the +x direction throughout a region. As x increases, potential energy A. increases B. decreases C…; this most directly matches Potential Energy.",3.3,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.3
apphy1-mcq-039,ap-physics-1,mcq,3,3.4,Conservation of Energy,recovered_author_code,high,The author code is retained after a per-item content check: A bead starts from rest at height h above the bottom of a frictionless track. Its speed at the bottom is A. 2sqrt(gh) B. sqrt(gh) C. sqrt(2gh) D. s…; this most directly matches Conservation of Energy.,3.4,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.4
apphy1-mcq-040,ap-physics-1,mcq,3,3.5,Power,recovered_author_code,high,"The author code is retained after a per-item content check: A 70 kg student climbs 3.0 m vertically in 5.0 s. Using g=10 m/s², the average power is A. 210 W B. 140 W C. 420 W D. 2100 W; this most directly matches Power.",3.5,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.5
apphy1-mcq-041,ap-physics-1,mcq,3,3.4,Conservation of Energy,recovered_author_code,high,"The author code is retained after a per-item content check: A block slides down a rough ramp and reaches the bottom slower than an identical block on a frictionless ramp. For the rough-ramp system, the missi…; this most directly matches Conservation of Energy.",3.4,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-3.4
apphy1-mcq-042,ap-physics-1,mcq,4,4.1,Linear Momentum,derived,medium,The stem and answer choices assess: A 2.0 kg ball moving 3.0 m/s east rebounds at 1.0 m/s west. Its change in momentum is A. 4 kg·m/s east B. 4 kg·m/s west C. 8 kg·m/s east D. 8 kg·m/…; this most directly matches Linear Momentum.,,,false,4.2,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-4.1
apphy1-mcq-043,ap-physics-1,mcq,4,4.3,Conservation of Linear Momentum,recovered_author_code,high,The author code is retained after a per-item content check: An object initially at rest explodes into two pieces. One piece has momentum 6 kg·m/s east. The other piece has momentum A. 6 kg·m/s east B. 6 kg·m…; this most directly matches Conservation of Linear Momentum.,4.3,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-4.3
apphy1-mcq-044,ap-physics-1,mcq,4,4.4,Elastic and Inelastic Collisions,recovered_author_code,high,The author code is retained after a per-item content check: Which pair of quantities is conserved for an isolated two-object elastic collision? A. Momentum only B. Kinetic energy only C. Momentum and kinetic…; this most directly matches Elastic and Inelastic Collisions.,4.4,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-4.4
apphy1-mcq-045,ap-physics-1,mcq,5,5.4,Rotational Inertia,recovered_author_code,high,The author code is retained after a per-item content check: A uniform disk and a thin ring have the same mass and radius. The same tangential force is applied at each rim. Compared with the ring's angular ac…; this most directly matches Rotational Inertia.,5.4,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-5.4
apphy1-mcq-046,ap-physics-1,mcq,5,5.4,Rotational Inertia,recovered_author_code,high,The author code is retained after a per-item content check: A point mass is moved from radius R to radius 2R about a fixed axis. Its rotational inertia becomes A. 2I B. 4I C. I/2 D. I/4; this most directly matches Rotational Inertia.,5.4,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-5.4
apphy1-mcq-047,ap-physics-1,mcq,5,5.6,Newton's Second Law in Rotational Form,recovered_author_code,high,The author code is retained after a per-item content check: A net torque of 6.0 N·m acts on a disk with rotational inertia 2.0 kg·m². Its angular acceleration is A. 0.33 rad/s² B. 3.0 rad/s² C. 1.5 rad/s² D.…; this most directly matches Newton's Second Law in Rotational Form.,5.6,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-5.6
apphy1-mcq-048,ap-physics-1,mcq,7,7.2,Frequency and Period of SHM,recovered_author_code,high,The author code is retained after a per-item content check: The mass on an ideal spring is increased from m to 4m with k unchanged. The oscillation period becomes A. T/4 B. T/2 C. 2T D. 4T; this most directly matches Frequency and Period of SHM.,7.2,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-7.2
apphy1-mcq-049,ap-physics-1,mcq,7,7.4,Energy of Simple Harmonic Oscillators,recovered_author_code,high,"The author code is retained after a per-item content check: For an ideal spring oscillator of amplitude A, what fraction of total energy is spring potential energy at x=A/2? A. 1/4 B. 1/2 C. 3/4 D. 1; this most directly matches Energy of Simple Harmonic Oscillators.",7.4,agrees,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-7.4
apphy1-mcq-050,ap-physics-1,mcq,8,8.3,Fluids and Newton's Laws,derived,high,"The stem and answer choices assess: A 500 N object experiences a 120 N buoyant force while fully submerged, and is held at rest, suspended by a spring scale. The scale's reading -- th…; this most directly matches Fluids and Newton's Laws.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,legacy:mcq:quantitative:topic-8.3
apphy1-mcq-np1-001,ap-physics-1,mcq,1,1.3,Representing Motion,derived,medium,The stem and answer choices assess: An object's acceleration-time graph shows the acceleration increasing linearly with time (nonuniform acceleration). According to the AP Physics 1 c…; this most directly matches Representing Motion.,,,false,1.2,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:graphical:topic-1.3
apphy1-mcq-np1-002,ap-physics-1,mcq,,undetermined,undetermined,derived,low,"The item tests exam scoring-policy knowledge rather than AP Physics 1 course content; no closed-list topic cleanly owns it, so it is routed to human review.",,,false,1.2,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:quantitative:topic-undetermined
apphy1-mcq-np1-003,ap-physics-1,mcq,1,1.4,Reference Frames and Relative Motion,derived,high,"The stem and answer choices assess: According to the AP Physics 1 course framework, adding or subtracting velocity vectors to find an object's velocity as measured from a different re…; this most directly matches Reference Frames and Relative Motion.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:quantitative:topic-1.4
apphy1-mcq-np1-004,ap-physics-1,mcq,2,2.9,Circular Motion,derived,high,"The stem and answer choices assess: A ball moves along the inside of a vertical circular track. At the instant the ball is at the top of the loop, what is the direction of the normal …; this most directly matches Circular Motion.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:quantitative:topic-2.9
apphy1-mcq-np1-005,ap-physics-1,mcq,2,2.7,Kinetic and Static Friction,derived,high,"The stem and answer choices assess: A 10 kg crate rests on a horizontal floor. The coefficient of static friction between the crate and the floor is 0.5, and the coefficient of kineti…; this most directly matches Kinetic and Static Friction.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:quantitative:topic-2.7
apphy1-mcq-np1-006,ap-physics-1,mcq,2,2.6,Gravitational Force,derived,medium,"The stem and answer choices assess: According to the AP Physics 1 course framework, interactions between objects or systems that are not in contact (action-at-a-distance forces) are r…; this most directly matches Gravitational Force.",,,false,,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:quantitative:topic-2.6
apphy1-mcq-np1-007,ap-physics-1,mcq,3,3.2,Work,derived,high,The stem and answer choices assess: A 5 kg box is pulled across a horizontal floor a distance of 3 m by a constant force of 20 N directed at 40 degrees above the horizontal. Use cos(4…; this most directly matches Work.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:quantitative:topic-3.2
apphy1-mcq-np1-008,ap-physics-1,mcq,3,3.2,Work,derived,medium,The stem and answer choices assess: An object moves between two fixed points on a rough horizontal surface. Which of the following statements correctly describes the work done on the …; this most directly matches Work.,,,false,2.7,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:quantitative:topic-3.2
apphy1-mcq-np1-009,ap-physics-1,mcq,3,3.1,Translational Kinetic Energy,derived,high,The stem and answer choices assess: A 2 kg object's speed increases from 3 m/s to 5 m/s. What is the change in the object's kinetic energy?; this most directly matches Translational Kinetic Energy.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:quantitative:topic-3.1
apphy1-mcq-np1-010,ap-physics-1,mcq,3,3.5,Power,derived,high,"The stem and answer choices assess: A cyclist exerts a constant force of 40 N parallel to the direction of motion while traveling at an instantaneous speed of 6 m/s along a flat, stra…; this most directly matches Power.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np1:mcq:quantitative:topic-3.5
apphy1-mcq-np2-001,ap-physics-1,mcq,4,4.2,Change in Momentum and Impulse,derived,high,The stem and answer choices assess: A 2.0 kg cart is at rest on a horizontal frictionless track at time t = 0. The net force exerted on the cart is 3.0 N in the +x direction from t = …; this most directly matches Change in Momentum and Impulse.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np2:mcq:quantitative:topic-4.2
apphy1-mcq-np2-003,ap-physics-1,mcq,4,4.2,Change in Momentum and Impulse,derived,medium,The stem and answer choices assess: A 1200 kg truck traveling east at 20 m/s collides head-on with a 600 kg car traveling west at 10 m/s. Which of the following correctly compares the…; this most directly matches Change in Momentum and Impulse.,,,false,4.4,false,true,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np2:mcq:quantitative:topic-4.2
apphy1-mcq-np2-004,ap-physics-1,mcq,5,5.3,Torque,derived,high,"The stem and answer choices assess: A wrench of length 0.50 m is used to turn a bolt. A force of magnitude 20 N is applied at the far end of the wrench, in the plane of rotation, at a…; this most directly matches Torque.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np2:mcq:quantitative:topic-5.3
apphy1-mcq-np2-008,ap-physics-1,mcq,8,8.3,Fluids and Newton's Laws,derived,high,"The stem and answer choices assess: Two solid cubes have the same volume, but cube X has twice the mass of cube Y. Both cubes are completely submerged and held at rest in a large tank…; this most directly matches Fluids and Newton's Laws.",,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np2:mcq:quantitative:topic-8.3
apphy1-mcq-np2-009,ap-physics-1,mcq,8,8.4,Fluids and Conservation Laws,derived,high,The stem and answer choices assess: An ideal fluid flows steadily through a completely filled horizontal pipe. In the wide section the cross-sectional area is 6.0e-3 m^2 and the fluid…; this most directly matches Fluids and Conservation Laws.,,,false,,false,false,27111dec-ee07-48f1-86cf-1a5833dd2962,stem+stimulus+answer_choices,np2:mcq:quantitative:topic-8.4
