content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_check,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,evidence_fields_used,template_family
apcalcbc-frq-u13-018,ap-calculus-bc,frq,3,3.4,Differentiating Inverse Trigonometric Functions,recovered_author_code,high,"The author code is retained after a per-item content check: Derivative of a Sum of Inverse Trigonometric Compositions: Answer all parts. Show your reasoning and calculations clearly, using standard calculus …; this most directly matches Differentiating Inverse Trigonometric Functions.",3.4,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-3.4
apcalcbc-frq-u13-019,ap-calculus-bc,frq,1,1.7,Selecting Procedures for Determining Limits,recovered_author_code,high,"The author code is retained after a per-item content check: Selecting Procedures Across a Piecewise Function with a Parameter: Answer all parts. Show your reasoning and calculations clearly, using standard c…; this most directly matches Selecting Procedures for Determining Limits.",1.7,agrees,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-1.7
apcalcbc-frq-u13-020,ap-calculus-bc,frq,3,3.2,Implicit Differentiation,derived,medium,"The content-based selection follows the stem and scoring rubric: Second Derivative of an Implicitly Defined Curve: Answer all parts. Show your reasoning and calculations clearly, using standard calculus notation …; this most directly matches Implicit Differentiation.",,,false,3.6,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+rubric,u13:frq:symbolic:topic-3.2
apcalcbc-mcq-002,ap-calculus-bc,mcq,3,3.5,Selecting Procedures for Calculating Derivatives,derived,medium,"The content-based selection follows the stem and answer choices: For x>0, d/dx(x^x) equals; this most directly matches Selecting Procedures for Calculating Derivatives.",,,false,2.7,true,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-3.5
apcalcbc-mcq-003,ap-calculus-bc,mcq,3,3.4,Differentiating Inverse Trigonometric Functions,derived,high,The content-based selection follows the stem and answer choices: Find d/dx arctan(3x).; this most directly matches Differentiating Inverse Trigonometric Functions.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-3.4
apcalcbc-mcq-004,ap-calculus-bc,mcq,4,4.2,"Straight-Line Motion: Connecting Position, Velocity, and Acceleration",derived,high,"The content-based selection follows the stem and answer choices: A particle has velocity v(t)=te^(−t), t≥0. At what time is its speed greatest?; this most directly matches Straight-Line Motion: Connecting Position, Velocity, and Acceleration.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-4.2
apcalcbc-mcq-005,ap-calculus-bc,mcq,5,5.3,Determining Intervals on Which a Function Is Increasing or Decreasing,derived,high,"The content-based selection follows the stem and answer choices: If f′(x)=x²(x−3), which statement is true?; this most directly matches Determining Intervals on Which a Function Is Increasing or Decreasing.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-5.3
apcalcbc-mcq-006,ap-calculus-bc,mcq,5,5.6,Determining Concavity,derived,high,"The content-based selection follows the stem and answer choices: For f(x)=x⁴−4x³, the graph is concave up on; this most directly matches Determining Concavity.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:graph:topic-5.6
apcalcbc-mcq-007,ap-calculus-bc,mcq,,undetermined,undetermined,derived,low,"No closed-list topic cleanly owns the Newton-iteration procedure in the stem; Solving Optimization Problems is only a weak runner-up, so the item is routed to human review.",,,false,5.11,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-undetermined
apcalcbc-mcq-008,ap-calculus-bc,mcq,6,6.11,Integrating Using Integration by Parts,derived,high,The content-based selection follows the stem and answer choices: Evaluate ∫x e^x dx.; this most directly matches Integrating Using Integration by Parts.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-6.11
apcalcbc-mcq-009,ap-calculus-bc,mcq,6,6.12,Integrating Using Linear Partial Fractions (BC only),derived,high,The content-based selection follows the stem and answer choices: An antiderivative of 1/(x²−1) is; this most directly matches Integrating Using Linear Partial Fractions (BC only).,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-6.12
apcalcbc-mcq-010,ap-calculus-bc,mcq,6,6.13,Evaluating Improper Integrals (BC only),derived,high,The content-based selection follows the stem and answer choices: The improper integral ∫[1 to ∞] x^(−p)dx converges exactly when; this most directly matches Evaluating Improper Integrals (BC only).,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-6.13
apcalcbc-mcq-011,ap-calculus-bc,mcq,6,6.8,Finding Antiderivatives and Indefinite Integrals,derived,medium,The content-based selection follows the stem and answer choices: Evaluate ∫[0 to 1] 1/(1+x²) dx.; this most directly matches Finding Antiderivatives and Indefinite Integrals.,,,false,6.9,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-6.8
apcalcbc-mcq-012,ap-calculus-bc,mcq,7,7.9,Logistic Models with Differential Equations,derived,high,"The content-based selection follows the stem and answer choices: For dP/dt=0.4P(10−P), the solution curve has greatest upward slope when P=; this most directly matches Logistic Models with Differential Equations.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-7.9
apcalcbc-mcq-013,ap-calculus-bc,mcq,8,8.13,Arc Length of a Smooth Planar Curve,derived,high,The content-based selection follows the stem and answer choices: The length of y=x^(3/2) from x=0 to x=1 is represented by; this most directly matches Arc Length of a Smooth Planar Curve.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-8.13
apcalcbc-mcq-014,ap-calculus-bc,mcq,9,9.1,Defining and Differentiating Parametric Equations,derived,high,"The content-based selection follows the stem and answer choices: A curve is x=t²+1, y=t³−t. At t=1, dy/dx equals; this most directly matches Defining and Differentiating Parametric Equations.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-9.1
apcalcbc-mcq-015,ap-calculus-bc,mcq,9,9.8,Area of a Polar Region or the Area Bounded by a Single Polar Curve,derived,high,The content-based selection follows the stem and answer choices: The area inside r=2cos θ for −π/2≤θ≤π/2 is; this most directly matches Area of a Polar Region or the Area Bounded by a Single Polar Curve.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-9.8
apcalcbc-mcq-016,ap-calculus-bc,mcq,9,9.6,Motion Problems Using Parametric and Vector-Valued Functions,derived,high,"The content-based selection follows the stem and answer choices: A planar position is r(t)=⟨t²,2t³⟩. Its speed at t=1 is; this most directly matches Motion Problems Using Parametric and Vector-Valued Functions.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-9.6
apcalcbc-mcq-017,ap-calculus-bc,mcq,10,10.2,Working with Geometric Series,derived,high,The content-based selection follows the stem and answer choices: The geometric series Σ[n=0 to ∞] 3(1/4)^n has sum; this most directly matches Working with Geometric Series.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-10.2
apcalcbc-mcq-018,ap-calculus-bc,mcq,10,10.8,Ratio Test for Convergence,derived,high,"The content-based selection follows the stem and answer choices: For Σ[n=1 to ∞] n!/3^n, the ratio test shows the series; this most directly matches Ratio Test for Convergence.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-10.8
apcalcbc-mcq-019,ap-calculus-bc,mcq,10,10.14,Taylor and Maclaurin Series for a Function,derived,high,The content-based selection follows the stem and answer choices: The coefficient of x⁶ in the Maclaurin series for cos(x²) is; this most directly matches Taylor and Maclaurin Series for a Function.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-10.14
apcalcbc-mcq-020,ap-calculus-bc,mcq,10,10.10,Alternating Series Error Bound,derived,high,"The content-based selection follows the stem and answer choices: Using the alternating series Σ[n=1 to ∞](−1)^(n+1)/n³, the error after 4 terms is at most; this most directly matches Alternating Series Error Bound.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-10.10
apcalcbc-mcq-021,ap-calculus-bc,mcq,4,4.7,Using L'Hospital's Rule for Determining Limits of Indeterminate Forms,derived,high,The content-based selection follows the stem and answer choices: What is lim(x→0) (e^(3x)−1)/x? A. 0 B. 1 C. 3 D. e³; this most directly matches Using L'Hospital's Rule for Determining Limits of Indeterminate Forms.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-4.7
apcalcbc-mcq-022,ap-calculus-bc,mcq,4,4.7,Using L'Hospital's Rule for Determining Limits of Indeterminate Forms,derived,high,The content-based selection follows the stem and answer choices: What is lim(x→0) ln(1+2x)/sin(3x)? A. 3/2 B. 2/3 C. 1/6 D. The limit does not exist; this most directly matches Using L'Hospital's Rule for Determining Limits of Indeterminate Forms.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-4.7
apcalcbc-mcq-023,ap-calculus-bc,mcq,2,2.8,The Product Rule,derived,high,"The content-based selection follows the stem and answer choices: If f(x)=x²ln x for x>0, what is f′(1)? A. 0 B. 2 C. 1 D. e; this most directly matches The Product Rule.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-2.8
apcalcbc-mcq-024,ap-calculus-bc,mcq,3,3.6,Calculating Higher-Order Derivatives,derived,high,"The content-based selection follows the stem and answer choices: Which limit equals f″(2), provided the second derivative exists? A. lim(h→0)[f(2+h)−f(2)]/h B. lim(h→0)[f′(2+h)−f′(h)]/2 C. lim(x→2)[f′(x)−f′(2)]/2…; this most directly matches Calculating Higher-Order Derivatives.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-3.6
apcalcbc-mcq-025,ap-calculus-bc,mcq,3,3.4,Differentiating Inverse Trigonometric Functions,derived,high,The content-based selection follows the stem and answer choices: What is d/dx[arctan(x²)]? A. 2x/(1+x⁴) B. 2x/(1+x²) C. 1/(1+x⁴) D. 2/(1+x⁴); this most directly matches Differentiating Inverse Trigonometric Functions.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-3.4
apcalcbc-mcq-026,ap-calculus-bc,mcq,3,3.3,Differentiating Inverse Functions,derived,high,"The content-based selection follows the stem and answer choices: Let g=f⁻¹. If f(2)=5 and f′(2)=−3, what is g′(5)? A. −3 B. 1/3 C. 5 D. −1/3; this most directly matches Differentiating Inverse Functions.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-3.3
apcalcbc-mcq-027,ap-calculus-bc,mcq,4,4.5,Solving Related Rates Problems,derived,high,The content-based selection follows the stem and answer choices: The radius of a sphere is increasing at 0.2 centimeter per second. How fast is its volume increasing when the radius is 3 centimeters? A. 1.8π cm³/…; this most directly matches Solving Related Rates Problems.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-4.5
apcalcbc-mcq-028,ap-calculus-bc,mcq,4,4.2,"Straight-Line Motion: Connecting Position, Velocity, and Acceleration",derived,high,"The content-based selection follows the stem and answer choices: A particle has velocity v(t)=t sin(t²)−0.4. What is its acceleration at t=1.3, to the nearest thousandth? A. -0.402 B. 0.993 C. 0.591 D. 0.891; this most directly matches Straight-Line Motion: Connecting Position, Velocity, and Acceleration.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-4.2
apcalcbc-mcq-029,ap-calculus-bc,mcq,5,5.3,Determining Intervals on Which a Function Is Increasing or Decreasing,derived,high,"The content-based selection follows the stem and answer choices: If f′(x)=(x−1)(x+2), on which intervals is f increasing? A. (−∞,−2) and (1,∞) B. (−2,1) only C. (−∞,1) only D. (−2,∞) only; this most directly matches Determining Intervals on Which a Function Is Increasing or Decreasing.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-5.3
apcalcbc-mcq-030,ap-calculus-bc,mcq,5,5.1,Using the Mean Value Theorem,derived,high,"The content-based selection follows the stem and answer choices: For f(x)=e^x on [0,1], which value of c is guaranteed by the Mean Value Theorem? A. 1/2 B. e−1 C. ln(e−1) D. ln 2; this most directly matches Using the Mean Value Theorem.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-5.1
apcalcbc-mcq-031,ap-calculus-bc,mcq,5,5.4,Using the First Derivative Test,derived,high,"The content-based selection follows the stem and answer choices: A differentiable function has f′(x)=x⁴−4x²+0.5 on −2≤x≤2. At which x-values does f have local maxima, to the nearest thousandth? A. −1.967 and 0.35…; this most directly matches Using the First Derivative Test.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-5.4
apcalcbc-mcq-032,ap-calculus-bc,mcq,5,5.4,Using the First Derivative Test,derived,high,"The content-based selection follows the stem and answer choices: If f′(x)=x²(x−1)³(x+2)², which statement is true? A. f has local maxima at x=−2 and x=0, but no extremum at x=1. B. f has a local maximum at x=1 an…; this most directly matches Using the First Derivative Test.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-5.4
apcalcbc-mcq-033,ap-calculus-bc,mcq,6,6.13,Evaluating Improper Integrals (BC only),derived,high,The content-based selection follows the stem and answer choices: What is the value of the improper integral ∫₁^∞ 1/x² dx? A. 0 B. 2 C. The integral diverges D. 1; this most directly matches Evaluating Improper Integrals (BC only).,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-6.13
apcalcbc-mcq-034,ap-calculus-bc,mcq,6,6.11,Integrating Using Integration by Parts,derived,high,The content-based selection follows the stem and answer choices: Which is an antiderivative of xe^x? A. xe^x−e^x B. xe^x+e^x C. x²e^x/2 D. e^x/x; this most directly matches Integrating Using Integration by Parts.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-6.11
apcalcbc-mcq-035,ap-calculus-bc,mcq,6,6.12,Integrating Using Linear Partial Fractions (BC only),derived,high,The content-based selection follows the stem and answer choices: What is ∫1/(x²−1) dx on an interval not containing ±1? A. ln|x²−1|+C B. ln|(x−1)/(x+1)|+C C. (1/2)ln|x²−1|+C D. (1/2)ln|(x−1)/(x+1)|+C; this most directly matches Integrating Using Linear Partial Fractions (BC only).,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-6.12
apcalcbc-mcq-036,ap-calculus-bc,mcq,6,6.4,The Fundamental Theorem of Calculus and Accumulation Functions,derived,high,"The content-based selection follows the stem and answer choices: Let G(x)=∫₀^(x²) cos(t³)dt. What is G′(1.2), to the nearest thousandth? A. −2.371 B. −0.988 C. 0.988 D. 2.371; this most directly matches The Fundamental Theorem of Calculus and Accumulation Functions.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-6.4
apcalcbc-mcq-037,ap-calculus-bc,mcq,6,6.13,Evaluating Improper Integrals (BC only),derived,high,The content-based selection follows the stem and answer choices: What is ∫₁^∞ (ln x)/x² dx? A. 1/2 B. 1 C. 2 D. The integral diverges; this most directly matches Evaluating Improper Integrals (BC only).,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-6.13
apcalcbc-mcq-038,ap-calculus-bc,mcq,7,7.5,Approximating Solutions Using Euler's Method,derived,high,The content-based selection follows the stem and answer choices: Use Euler's method with step size 0.25 to estimate y(0.5) for y′=x²−y and y(0)=1. A. 0.500 B. 0.688 C. 0.750 D. 0.578; this most directly matches Approximating Solutions Using Euler's Method.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-7.5
apcalcbc-mcq-039,ap-calculus-bc,mcq,7,7.9,Logistic Models with Differential Equations,derived,high,"The content-based selection follows the stem and answer choices: A population satisfies dP/dt=0.4P(1−P/1200) and P(0)=300. When does P reach 600, to the nearest thousandth? A. 1.733 B. 3.466 C. 2.747 D. 3.75; this most directly matches Logistic Models with Differential Equations.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-7.9
apcalcbc-mcq-040,ap-calculus-bc,mcq,8,8.4,Finding the Area Between Curves Expressed as Functions of x,derived,high,The content-based selection follows the stem and answer choices: What is the area between y=√x and y=x on 0≤x≤1? A. 1/3 B. 1/4 C. 1/6 D. 1/2; this most directly matches Finding the Area Between Curves Expressed as Functions of x.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-8.4
apcalcbc-mcq-041,ap-calculus-bc,mcq,8,8.8,Volumes with Cross Sections: Triangles and Semicircles,derived,high,The content-based selection follows the stem and answer choices: The base of a solid is 0≤x≤1.5 and 0≤y≤e^(−x²). Cross sections perpendicular to the x-axis are semicircles whose diameters lie in the base. What is…; this most directly matches Volumes with Cross Sections: Triangles and Semicircles.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-8.8
apcalcbc-mcq-042,ap-calculus-bc,mcq,9,9.1,Defining and Differentiating Parametric Equations,derived,high,The content-based selection follows the stem and answer choices: A curve is given by x=t²+1 and y=t³−3t. What is dy/dx at t=1? A. −1 B. 0 C. 1 D. 2; this most directly matches Defining and Differentiating Parametric Equations.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-9.1
apcalcbc-mcq-043,ap-calculus-bc,mcq,9,9.6,Motion Problems Using Parametric and Vector-Valued Functions,derived,high,"The content-based selection follows the stem and answer choices: A particle has position r(t)=⟨t²−2t,e^(−t)⟩. What is its speed at t=1.4, to the nearest thousandth? A. 0.247 B. 0.837 C. 0.800 D. 1.047; this most directly matches Motion Problems Using Parametric and Vector-Valued Functions.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-9.6
apcalcbc-mcq-044,ap-calculus-bc,mcq,9,9.8,Area of a Polar Region or the Area Bounded by a Single Polar Curve,derived,high,The content-based selection follows the stem and answer choices: What is the area of one petal of the polar curve r=2sin(3θ)? A. π/6 B. π/3 C. 2π/3 D. π; this most directly matches Area of a Polar Region or the Area Bounded by a Single Polar Curve.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-9.8
apcalcbc-mcq-045,ap-calculus-bc,mcq,9,9.2,Second Derivatives of Parametric Equations,derived,high,"The content-based selection follows the stem and answer choices: A curve is given by x=t+sin t and y=1−cos t. What is d²y/dx² at t=1, to the nearest thousandth? A. 0.421 B. 0.355 C. 0.649 D. 0.546; this most directly matches Second Derivatives of Parametric Equations.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-9.2
apcalcbc-mcq-046,ap-calculus-bc,mcq,10,10.2,Working with Geometric Series,derived,high,The content-based selection follows the stem and answer choices: What is the sum of Σ[n=1 to ∞] 5(−1/3)^(n−1)? A. 5/4 B. 15/4 C. 5 D. 15/2; this most directly matches Working with Geometric Series.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-10.2
apcalcbc-mcq-047,ap-calculus-bc,mcq,10,10.9,Absolute and Conditional Convergence,derived,high,The content-based selection follows the stem and answer choices: Which statement describes Σ[n=1 to ∞](−1)^(n+1)/√n? A. It diverges by the nth-term test. B. It converges conditionally. C. It converges absolutely.…; this most directly matches Absolute and Conditional Convergence.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-10.9
apcalcbc-mcq-048,ap-calculus-bc,mcq,10,10.13,Radius and Interval of Convergence of Power Series,derived,high,"The content-based selection follows the stem and answer choices: What is the interval of convergence of Σ[n=1 to ∞](x−2)^n/(n3^n)? A. (−1,5) B. [−1,5] C. [−1,5) D. (−1,5]; this most directly matches Radius and Interval of Convergence of Power Series.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-10.13
apcalcbc-mcq-049,ap-calculus-bc,mcq,10,10.12,Lagrange Error Bound,derived,high,The content-based selection follows the stem and answer choices: The degree-5 Maclaurin polynomial for sin x is used at x=0.7. Which is a valid Lagrange error bound? A. 0.7⁵/5! B. 0.7⁶/6! C. 0.7⁶/7! D. sin(0.7)/6!; this most directly matches Lagrange Error Bound.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-10.12
apcalcbc-mcq-050,ap-calculus-bc,mcq,10,10.14,Taylor and Maclaurin Series for a Function,derived,high,The content-based selection follows the stem and answer choices: What is the coefficient of x⁷ in the Maclaurin series for x²e^(−x)? A. −1/120 B. 1/120 C. −1/5040 D. 1/5040; this most directly matches Taylor and Maclaurin Series for a Function.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-10.14
apcalcbc-mcq-060,ap-calculus-bc,mcq,1,1.10,Exploring Types of Discontinuities,derived,high,"The content-based selection follows the stem and answer choices: Let f(x) = (x^2 - 9)/(x - 3) for x not equal to 3, and f(3) = 2. What type of discontinuity does f have at x = 3?; this most directly matches Exploring Types of Discontinuities.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-1.10
apcalcbc-mcq-070,ap-calculus-bc,mcq,1,1.15,Connecting Limits at Infinity and Horizontal Asymptotes,derived,high,The content-based selection follows the stem and answer choices: What is lim(x->infinity) (6x^3 - 2x + 1) / (2x^3 + 5x^2 - 4)?; this most directly matches Connecting Limits at Infinity and Horizontal Asymptotes.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-1.15
apcalcbc-mcq-080,ap-calculus-bc,mcq,2,2.2,Defining the Derivative of a Function and Using Derivative Notation,derived,high,"The content-based selection follows the stem and answer choices: lim(h->0) [3(2+h)^2 - 3(2)^2] / h is the derivative of which function f, evaluated at which value of x?; this most directly matches Defining the Derivative of a Function and Using Derivative Notation.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-2.2
apcalcbc-mcq-090,ap-calculus-bc,mcq,2,2.9,The Quotient Rule,derived,high,"The content-based selection follows the stem and answer choices: If f(x) = (3x^2 - 1) / (x + 4), what is f prime of x?; this most directly matches The Quotient Rule.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,legacy:mcq:symbolic:topic-2.9
apcalcbc-mcq-np1-001,ap-calculus-bc,mcq,1,1.16,Working with the Intermediate Value Theorem,derived,high,"The content-based selection follows the stem and answer choices: Let f be a continuous function on [1, 5] with f(1) = -3 and f(5) = 9. Which theorem guarantees that there exists a value c in (1, 5) such that f(c)…; this most directly matches Working with the Intermediate Value Theorem.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,np1:mcq:symbolic:topic-1.16
apcalcbc-mcq-np1-002,ap-calculus-bc,mcq,1,1.15,Connecting Limits at Infinity and Horizontal Asymptotes,derived,high,"The content-based selection follows the stem and answer choices: A city's population growth rate is modeled by P'(t) = 200t/(t+50) people per year, for t >= 0. What is lim(t->infinity) P'(t), and what does it rep…; this most directly matches Connecting Limits at Infinity and Horizontal Asymptotes.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,np1:mcq:symbolic:topic-1.15
apcalcbc-mcq-np1-003,ap-calculus-bc,mcq,1,1.6,Determining Limits Using Algebraic Manipulation,derived,high,The content-based selection follows the stem and answer choices: What is lim(x->3) (x^2 - 2x - 3)/(x - 3)?; this most directly matches Determining Limits Using Algebraic Manipulation.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,np1:mcq:symbolic:topic-1.6
apcalcbc-mcq-np1-004,ap-calculus-bc,mcq,2,2.8,The Product Rule,derived,high,"The content-based selection follows the stem and answer choices: If f(x) = x^2 * sin(x), what is f'(x)?; this most directly matches The Product Rule.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,np1:mcq:symbolic:topic-2.8
apcalcbc-mcq-np1-005,ap-calculus-bc,mcq,3,3.1,The Chain Rule,derived,high,The content-based selection follows the stem and answer choices: What is d/dx[e^(5x^2)]?; this most directly matches The Chain Rule.,,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,np1:mcq:symbolic:topic-3.1
apcalcbc-mcq-np1-006,ap-calculus-bc,mcq,2,2.9,The Quotient Rule,derived,high,"The content-based selection follows the stem and answer choices: If f(x) = (3x - 1)/(x^2 + 2), what is f'(2)?; this most directly matches The Quotient Rule.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,np1:mcq:symbolic:topic-2.9
apcalcbc-mcq-np1-007,ap-calculus-bc,mcq,3,3.1,The Chain Rule,derived,high,"The content-based selection follows the stem and answer choices: The table gives values of f and f' at x=1 and x=2: f(1)=4, f'(1)=6, f(2)=1, f'(2)=-3. If h(x) = f(x^2), what is h'(1)?; this most directly matches The Chain Rule.",,,false,,false,false,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,np1:mcq:table:topic-3.1
apcalcbc-mcq-np1-008,ap-calculus-bc,mcq,5,5.12,Exploring Behaviors of Implicit Relations,derived,medium,"The content-based selection follows the stem and answer choices: For the curve defined by x^2 + y^2 - 6y = 7, at which point(s) does the curve have a vertical tangent line?; this most directly matches Exploring Behaviors of Implicit Relations.",,,false,3.2,false,true,ab088009-dc9a-4f93-8824-803e1913505b,stem+stimulus+answer_choices,np1:mcq:symbolic:topic-5.12
