content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version
"apcalcab-mcq-036","ap-calculus-ab","mcq","5","5.1","Using the Mean Value Theorem","derived","high","The exact 5.1 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Using the Mean Value Theorem.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-037","ap-calculus-ab","mcq","5","5.4","Using the First Derivative Test","derived","high","The exact 5.4 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Using the First Derivative Test.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-038","ap-calculus-ab","mcq","5","5.6","Determining Concavity","derived","high","The exact 5.6 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Determining Concavity.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-039","ap-calculus-ab","mcq","5","5.11","Solving Optimization Problems","derived","high","The exact 5.11 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Solving Optimization Problems.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-040","ap-calculus-ab","mcq","6","6.2","Approximating Areas with Riemann Sums","derived","high","The exact 6.2 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Approximating Areas with Riemann Sums.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-041","ap-calculus-ab","mcq","6","6.4","The Fundamental Theorem of Calculus and Accumulation Functions","derived","high","The exact 6.4 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of The Fundamental Theorem of Calculus and Accumulation Functions.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-042","ap-calculus-ab","mcq","6","6.6","Applying Properties of Definite Integrals","derived","high","The exact 6.6 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Applying Properties of Definite Integrals.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-043","ap-calculus-ab","mcq","6","6.9","Integrating Using Substitution","derived","high","The exact 6.9 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Integrating Using Substitution.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-044","ap-calculus-ab","mcq","6","6.5","Interpreting the Behavior of Accumulation Functions","derived","high","The exact 6.5 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Interpreting the Behavior of Accumulation Functions.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-045","ap-calculus-ab","mcq","7","7.4","Reasoning Using Slope Fields","derived","low","The stem/rubric centers on numerical reasoning from a differential equation when the registry omits the author signal 7.5, which most directly matches Reasoning Using Slope Fields.","","false","7.7","true","true","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-046","ap-calculus-ab","mcq","7","7.8","Exponential Models with Differential Equations","derived","low","The stem/rubric centers on a population differential-equation model when the registry omits the author signal 7.9, which most directly matches Exponential Models with Differential Equations.","","false","7.1","true","true","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-047","ap-calculus-ab","mcq","8","8.4","Finding the Area Between Curves Expressed as Functions of x","derived","high","The exact 8.4 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Finding the Area Between Curves Expressed as Functions of x.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-050","ap-calculus-ab","mcq","8","8.3","Using Accumulation Functions and Definite Integrals in Applied Contexts","derived","low","The stem/rubric centers on an applied definite integral for arc length when the registry omits the author signal 8.13, which most directly matches Using Accumulation Functions and Definite Integrals in Applied Contexts.","","false","8.4","true","true","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-060","ap-calculus-ab","mcq","1","1.3","Estimating Limit Values from Graphs","derived","high","The exact 1.3 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Estimating Limit Values from Graphs.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-070","ap-calculus-ab","mcq","1","1.4","Estimating Limit Values from Tables","derived","high","The exact 1.4 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Estimating Limit Values from Tables.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-080","ap-calculus-ab","mcq","1","1.6","Determining Limits Using Algebraic Manipulation","derived","high","The exact 1.6 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Determining Limits Using Algebraic Manipulation.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-090","ap-calculus-ab","mcq","1","1.8","Determining Limits Using the Squeeze Theorem","derived","high","The exact 1.8 hint in modules/taxonomy_refs is corroborated by the stem/rubric assessment of Determining Limits Using the Squeeze Theorem.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-001","ap-calculus-ab","mcq","4","4.5","Solving Related Rates Problems","derived","high","The stem/rubric centers on a spherical-balloon related rate, which most directly matches Solving Related Rates Problems.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-002","ap-calculus-ab","mcq","4","4.7","Using L'Hospital's Rule for Determining Limits of Indeterminate Forms","derived","high","The stem/rubric centers on recognition of an indeterminate form for L'Hospital's Rule, which most directly matches Using L'Hospital's Rule for Determining Limits of Indeterminate Forms.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-003","ap-calculus-ab","mcq","5","5.5","Using the Candidates Test to Determine Absolute Extrema","derived","medium","The stem/rubric centers on endpoint information needed for an absolute-extrema candidates comparison, which most directly matches Using the Candidates Test to Determine Absolute Extrema.","","false","5.2","false","true","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-004","ap-calculus-ab","mcq","6","6.4","The Fundamental Theorem of Calculus and Accumulation Functions","derived","high","The stem/rubric centers on the derivative of an accumulation function, which most directly matches The Fundamental Theorem of Calculus and Accumulation Functions.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-005","ap-calculus-ab","mcq","6","6.2","Approximating Areas with Riemann Sums","derived","high","The stem/rubric centers on a right Riemann-sum approximation, which most directly matches Approximating Areas with Riemann Sums.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-006","ap-calculus-ab","mcq","7","7.7","Finding Particular Solutions Using Initial Conditions and Separation of Variables","derived","high","The stem/rubric centers on a separable differential equation with an initial condition, which most directly matches Finding Particular Solutions Using Initial Conditions and Separation of Variables.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-007","ap-calculus-ab","mcq","8","8.1","Finding the Average Value of a Function on an Interval","derived","high","The stem/rubric centers on average value on an interval, which most directly matches Finding the Average Value of a Function on an Interval.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-008","ap-calculus-ab","mcq","8","8.9","Volume with Disc Method: Revolving Around the x- or y-Axis","derived","medium","The stem/rubric centers on disc/washer volume about the x-axis, which most directly matches Volume with Disc Method: Revolving Around the x- or y-Axis.","","false","8.11","false","true","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-009","ap-calculus-ab","mcq","5","5.6","Determining Concavity","derived","high","The stem/rubric centers on concavity inferred from the sign of the second derivative, which most directly matches Determining Concavity.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apcalcab-mcq-np2-010","ap-calculus-ab","mcq","4","4.6","Approximating Values of a Function Using Local Linearity and Linearization","derived","high","The stem/rubric centers on linearization error determined from concavity, which most directly matches Approximating Values of a Function Using Local Linearity and Linearization.","","false","","false","false","33b4408b-0ecc-4c7a-b0b1-612db81164a1"
"apchem-frq-l-002","ap-chemistry","frq","2","2.6","Resonance and Formal Charge","derived","medium","The stem/rubric centers on formal charges and equivalent ozone resonance contributors, which most directly matches Resonance and Formal Charge.","","false","2.7","false","true","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-003","ap-chemistry","frq","3","3.6","Deviation from Ideal Gas Law","derived","high","The stem/rubric centers on high-pressure nonideal-gas deviations from attraction and finite volume, which most directly matches Deviation from Ideal Gas Law.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-004","ap-chemistry","frq","4","4.2","Net Ionic Equations","derived","medium","The stem/rubric centers on AgCl precipitation and its balanced net ionic equation, which most directly matches Net Ionic Equations.","","false","4.5","false","true","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-005","ap-chemistry","frq","5","5.2","Introduction to Rate Law","derived","high","The stem/rubric centers on initial-rate data used to determine a rate law, which most directly matches Introduction to Rate Law.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-006","ap-chemistry","frq","6","6.4","Heat Capacity and Calorimetry","derived","high","The stem/rubric centers on q=mcΔT and an experimental specific-heat determination, which most directly matches Heat Capacity and Calorimetry.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-010","ap-chemistry","frq","2","2.3","Structure of Ionic Solids","recovered_author_code","high","The valid author code 2.3 matches the stem/rubric assessment of Structure of Ionic Solids.","2.3","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-011","ap-chemistry","frq","3","3.4","Ideal Gas Law","recovered_author_code","high","The valid author code 3.4 matches the stem/rubric assessment of Ideal Gas Law.","3.4","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-012","ap-chemistry","frq","3","3.6","Deviation from Ideal Gas Law","recovered_author_code","high","The valid author code 3.6 matches the stem/rubric assessment of Deviation from Ideal Gas Law.","3.6","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-013","ap-chemistry","frq","3","3.9","Separation of Solutions and Mixtures","recovered_author_code","high","The valid author code 3.9 matches the stem/rubric assessment of Separation of Solutions and Mixtures.","3.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-014","ap-chemistry","frq","3","3.10","Solubility","recovered_author_code","high","The valid author code 3.10 matches the stem/rubric assessment of Solubility.","3.10","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-016","ap-chemistry","frq","4","4.5","Stoichiometry","recovered_author_code","high","The valid author code 4.5 matches the stem/rubric assessment of Stoichiometry.","4.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-017","ap-chemistry","frq","4","4.6","Introduction to Titration","recovered_author_code","high","The valid author code 4.6 matches the stem/rubric assessment of Introduction to Titration.","4.6","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-020","ap-chemistry","frq","6","6.4","Heat Capacity and Calorimetry","recovered_author_code","high","The valid author code 6.4 matches the stem/rubric assessment of Heat Capacity and Calorimetry.","6.4","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-021","ap-chemistry","frq","6","6.9","Hess's Law","recovered_author_code","high","The valid author code 6.9 matches the stem/rubric assessment of Hess's Law.","6.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-022","ap-chemistry","frq","7","7.7","Calculating Equilibrium Concentrations","recovered_author_code","high","The valid author code 7.7 matches the stem/rubric assessment of Calculating Equilibrium Concentrations.","7.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-023","ap-chemistry","frq","7","7.4","Calculating the Equilibrium Constant","recovered_author_code","high","The valid author code 7.4 matches the stem/rubric assessment of Calculating the Equilibrium Constant.","7.4","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-024","ap-chemistry","frq","8","8.3","Weak Acid and Base Equilibria","recovered_author_code","high","The valid author code 8.3 matches the stem/rubric assessment of Weak Acid and Base Equilibria.","8.3","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-025","ap-chemistry","frq","8","8.5","Acid-Base Titrations","recovered_author_code","high","The valid author code 8.5 matches the stem/rubric assessment of Acid-Base Titrations.","8.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-026","ap-chemistry","frq","8","8.9","Henderson-Hasselbalch Equation","recovered_author_code","high","The valid author code 8.9 matches the stem/rubric assessment of Henderson-Hasselbalch Equation.","8.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-027","ap-chemistry","frq","9","9.3","Gibbs Free Energy and Thermodynamic Favorability","recovered_author_code","high","The valid author code 9.3 matches the stem/rubric assessment of Gibbs Free Energy and Thermodynamic Favorability.","9.3","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-frq-l-028","ap-chemistry","frq","9","9.7","Coupled Reactions","recovered_author_code","high","The valid author code 9.7 matches the stem/rubric assessment of Coupled Reactions.","9.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-002","ap-chemistry","frq","8","8.9","Henderson-Hasselbalch Equation","derived","high","The stem/rubric centers on Henderson-Hasselbalch calculations for a buffer, which most directly matches Henderson-Hasselbalch Equation.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-003","ap-chemistry","frq","9","9.9","Cell Potential and Free Energy","derived","medium","The stem/rubric centers on the relationship among standard cell potential, ΔG°, and K, which most directly matches Cell Potential and Free Energy.","","false","9.5","false","true","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-004","ap-chemistry","frq","3","3.13","Beer-Lambert Law","derived","high","The stem/rubric centers on Beer-Lambert absorbance, concentration, and path length, which most directly matches Beer-Lambert Law.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-005","ap-chemistry","frq","4","4.6","Introduction to Titration","derived","high","The stem/rubric centers on titration equivalence, buret readings, and endpoint error, which most directly matches Introduction to Titration.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-007","ap-chemistry","frq","9","9.3","Gibbs Free Energy and Thermodynamic Favorability","derived","medium","The stem/rubric centers on the ΔG=ΔH−TΔS favorability crossover, which most directly matches Gibbs Free Energy and Thermodynamic Favorability.","","false","9.1","true","true","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-008","ap-chemistry","frq","7","7.12","Common-Ion Effect","derived","low","The stem/rubric centers on molar solubility in pure water and with a common ion, which most directly matches Common-Ion Effect.","","false","7.11","false","true","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-009","ap-chemistry","frq","8","8.3","Weak Acid and Base Equilibria","derived","high","The stem/rubric centers on weak-acid equilibrium, pH, and the small-x approximation, which most directly matches Weak Acid and Base Equilibria.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-010","ap-chemistry","frq","9","9.11","Electrolysis and Faraday's Law","derived","high","The stem/rubric centers on Faraday-law electron transfer and electroplated mass, which most directly matches Electrolysis and Faraday's Law.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-014","ap-chemistry","frq","2","2.7","VSEPR and Hybridization","recovered_author_code","high","The valid author code 2.7 matches the stem/rubric assessment of VSEPR and Hybridization.","2.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-015","ap-chemistry","frq","3","3.4","Ideal Gas Law","recovered_author_code","high","The valid author code 3.4 matches the stem/rubric assessment of Ideal Gas Law.","3.4","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-016","ap-chemistry","frq","3","3.1","Intermolecular and Interparticle Forces","recovered_author_code","high","The valid author code 3.1 matches the stem/rubric assessment of Intermolecular and Interparticle Forces.","3.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-018","ap-chemistry","frq","3","3.1","Intermolecular and Interparticle Forces","recovered_author_code","high","The valid author code 3.1 matches the stem/rubric assessment of Intermolecular and Interparticle Forces.","3.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-019","ap-chemistry","frq","3","3.7","Solutions and Mixtures","recovered_author_code","high","The valid author code 3.7 matches the stem/rubric assessment of Solutions and Mixtures.","3.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-021","ap-chemistry","frq","4","4.2","Net Ionic Equations","recovered_author_code","high","The valid author code 4.2 matches the stem/rubric assessment of Net Ionic Equations.","4.2","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-022","ap-chemistry","frq","4","4.5","Stoichiometry","recovered_author_code","high","The valid author code 4.5 matches the stem/rubric assessment of Stoichiometry.","4.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-023","ap-chemistry","frq","4","4.9","Oxidation-Reduction Reactions","recovered_author_code","high","The valid author code 4.9 matches the stem/rubric assessment of Oxidation-Reduction Reactions.","4.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-024","ap-chemistry","frq","5","5.5","Collision Model","recovered_author_code","high","The valid author code 5.5 matches the stem/rubric assessment of Collision Model.","5.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-026","ap-chemistry","frq","6","6.1","Endothermic and Exothermic Processes","recovered_author_code","high","The valid author code 6.1 matches the stem/rubric assessment of Endothermic and Exothermic Processes.","6.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-027","ap-chemistry","frq","6","6.6","Introduction to Enthalpy of Reaction","recovered_author_code","high","The valid author code 6.6 matches the stem/rubric assessment of Introduction to Enthalpy of Reaction.","6.6","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-028","ap-chemistry","frq","6","6.7","Bond Enthalpies","recovered_author_code","high","The valid author code 6.7 matches the stem/rubric assessment of Bond Enthalpies.","6.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-029","ap-chemistry","frq","7","7.12","Common-Ion Effect","derived","low","The stem/rubric centers on Mg(OH)2 solubility and the common-ion effect, which most directly matches Common-Ion Effect.","7.13","false","7.11","false","true","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-030","ap-chemistry","frq","7","7.9","Introduction to Le Chatelier's Principle","recovered_author_code","high","The valid author code 7.9 matches the stem/rubric assessment of Introduction to Le Chatelier's Principle.","7.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-031","ap-chemistry","frq","8","8.1","Introduction to Acids and Bases","recovered_author_code","high","The valid author code 8.1 matches the stem/rubric assessment of Introduction to Acids and Bases.","8.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-032","ap-chemistry","frq","8","8.5","Acid-Base Titrations","recovered_author_code","high","The valid author code 8.5 matches the stem/rubric assessment of Acid-Base Titrations.","8.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-033","ap-chemistry","frq","8","8.4","Acid-Base Reactions and Buffers","recovered_author_code","high","The valid author code 8.4 matches the stem/rubric assessment of Acid-Base Reactions and Buffers.","8.4","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-034","ap-chemistry","frq","8","8.7","pH and pKa","recovered_author_code","high","The valid author code 8.7 matches the stem/rubric assessment of pH and pKa.","8.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-035","ap-chemistry","frq","8","8.10","Buffer Capacity","recovered_author_code","high","The valid author code 8.10 matches the stem/rubric assessment of Buffer Capacity.","8.10","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-036","ap-chemistry","frq","9","9.1","Introduction to Entropy","recovered_author_code","high","The valid author code 9.1 matches the stem/rubric assessment of Introduction to Entropy.","9.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-037","ap-chemistry","frq","9","9.8","Galvanic and Electrolytic Cells","recovered_author_code","high","The valid author code 9.8 matches the stem/rubric assessment of Galvanic and Electrolytic Cells.","9.8","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-sfrq-038","ap-chemistry","frq","9","9.10","Cell Potential under Nonstandard Conditions","recovered_author_code","high","The valid author code 9.10 matches the stem/rubric assessment of Cell Potential under Nonstandard Conditions.","9.10","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-001","ap-chemistry","mcq","1","1.1","Moles and Molar Mass","derived","high","The stem/rubric centers on conversion of water mass to moles, which most directly matches Moles and Molar Mass.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-003","ap-chemistry","mcq","2","2.7","VSEPR and Hybridization","derived","high","The stem/rubric centers on identification of trigonal-planar molecular geometry, which most directly matches VSEPR and Hybridization.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-004","ap-chemistry","mcq","2","2.3","Structure of Ionic Solids","derived","high","The stem/rubric centers on ion mobility in solid versus molten NaCl, which most directly matches Structure of Ionic Solids.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-005","ap-chemistry","mcq","3","3.5","Kinetic Molecular Theory","derived","high","The stem/rubric centers on molar mass and average molecular speed at fixed temperature, which most directly matches Kinetic Molecular Theory.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-006","ap-chemistry","mcq","3","3.13","Beer-Lambert Law","derived","high","The stem/rubric centers on the proportional Beer-Lambert response to dilution, which most directly matches Beer-Lambert Law.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-007","ap-chemistry","mcq","3","3.10","Solubility","derived","high","The stem/rubric centers on gas solubility as temperature and pressure change, which most directly matches Solubility.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-008","ap-chemistry","mcq","3","3.4","Ideal Gas Law","derived","high","The stem/rubric centers on the pressure-volume relationship for an ideal gas, which most directly matches Ideal Gas Law.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-009","ap-chemistry","mcq","4","4.5","Stoichiometry","derived","high","The stem/rubric centers on mole ratios in reaction stoichiometry, which most directly matches Stoichiometry.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-010","ap-chemistry","mcq","4","4.2","Net Ionic Equations","derived","high","The stem/rubric centers on spectator ions and a precipitation net ionic equation, which most directly matches Net Ionic Equations.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-011","ap-chemistry","mcq","5","5.2","Introduction to Rate Law","derived","high","The stem/rubric centers on reaction order inferred from an initial-rate change, which most directly matches Introduction to Rate Law.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-012","ap-chemistry","mcq","5","5.11","Catalysis","derived","high","The stem/rubric centers on a catalyst providing a lower-activation-energy pathway, which most directly matches Catalysis.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-013","ap-chemistry","mcq","6","6.4","Heat Capacity and Calorimetry","derived","high","The stem/rubric centers on specific heat calculated from absorbed heat and temperature change, which most directly matches Heat Capacity and Calorimetry.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-014","ap-chemistry","mcq","6","6.1","Endothermic and Exothermic Processes","derived","high","The stem/rubric centers on the sign of enthalpy for a heat-releasing process, which most directly matches Endothermic and Exothermic Processes.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-015","ap-chemistry","mcq","7","7.3","Reaction Quotient and Equilibrium Constant","derived","high","The stem/rubric centers on Q compared with K to predict reaction direction, which most directly matches Reaction Quotient and Equilibrium Constant.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-016","ap-chemistry","mcq","7","7.9","Introduction to Le Chatelier's Principle","derived","medium","The stem/rubric centers on an inert-gas perturbation interpreted by Le Chatelier reasoning, which most directly matches Introduction to Le Chatelier's Principle.","","false","7.10","false","true","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-017","ap-chemistry","mcq","8","8.2","pH and pOH of Strong Acids and Bases","derived","high","The stem/rubric centers on pH of a strong-acid solution, which most directly matches pH and pOH of Strong Acids and Bases.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-018","ap-chemistry","mcq","8","8.4","Acid-Base Reactions and Buffers","derived","medium","The stem/rubric centers on buffer response to added strong acid, which most directly matches Acid-Base Reactions and Buffers.","","false","8.8","false","true","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-019","ap-chemistry","mcq","9","9.3","Gibbs Free Energy and Thermodynamic Favorability","derived","high","The stem/rubric centers on the sign of Gibbs free energy for favorability, which most directly matches Gibbs Free Energy and Thermodynamic Favorability.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-020","ap-chemistry","mcq","9","9.9","Cell Potential and Free Energy","derived","high","The stem/rubric centers on standard cell potential connected to ΔG°, which most directly matches Cell Potential and Free Energy.","","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-021","ap-chemistry","mcq","1","1.1","Moles and Molar Mass","recovered_author_code","high","The valid author code 1.1 matches the stem/rubric assessment of Moles and Molar Mass.","1.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-022","ap-chemistry","mcq","1","1.5","Atomic Structure and Electron Configuration","recovered_author_code","high","The valid author code 1.5 matches the stem/rubric assessment of Atomic Structure and Electron Configuration.","1.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-023","ap-chemistry","mcq","1","1.6","Photoelectron Spectroscopy","recovered_author_code","high","The valid author code 1.6 matches the stem/rubric assessment of Photoelectron Spectroscopy.","1.6","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-024","ap-chemistry","mcq","1","1.7","Periodic Trends","recovered_author_code","high","The valid author code 1.7 matches the stem/rubric assessment of Periodic Trends.","1.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-025","ap-chemistry","mcq","2","2.1","Types of Chemical Bonds","recovered_author_code","high","The valid author code 2.1 matches the stem/rubric assessment of Types of Chemical Bonds.","2.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
