content_item_id,subject_key,canonical_answer_1_present,canonical_answer_matches_rubric,parts_structured,proposed_canonical_answer,flags,needs_human
af56da0a-d966-4882-bafb-d47d10b0b9fd,ap-statistics,true,yes,true,,structured prompt_json.parts,false
6117e0c1-110a-42de-b2a5-10f719c1cd5d,ap-statistics,true,yes,true,,structured prompt_json.parts,false
b6acbd1b-2851-400a-9761-116bb50712ef,ap-statistics,true,yes,true,,structured prompt_json.parts,false
520c93a1-2eb6-4363-88dd-42b182572364,ap-statistics,true,yes,true,,structured prompt_json.parts,false
f3201719-d216-4143-aa92-8d64a9c469aa,ap-statistics,true,yes,true,,structured prompt_json.parts,false
dd0be3bd-4c02-456d-a2b9-0cd59f18e774,ap-statistics,true,yes,true,,structured prompt_json.parts,false
822d2c2d-81f3-4ce1-8506-661a9d94dbcc,ap-statistics,true,yes,true,,structured prompt_json.parts,false
f21ce773-4813-47a9-98fe-e89cba300512,ap-statistics,true,yes,true,,structured prompt_json.parts,false
1a5a44ca-1545-4ea0-bc50-86ac0489ff6c,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: definitions: To earn this point, make sure your response: defines statistics as science of data analysis; correctly distinguishes descriptive (summarizing data) from inferential (drawing conclusions about populations)",Draft is rubric-derived and requires human subject-matter approval.,true
43780d98-4cea-432e-86d7-182baf4d422c,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: variable_classification: To earn this point, make sure your response: correctly classifies: (a) categorical (an ID number is a numeric label, not a measured quantity — arithmetic on it is meaningless), (b) categorical, (c) quantitative, (d) categorical",Draft is rubric-derived and requires human subject-matter approval.,true
2d8d4d3d-1af7-4f45-b32e-93e8c9f03ce0,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: population_sample: To earn this point, make sure your response: correctly identifies population as the 40,000 residents of Springfield and sample as the 500 residents surveyed",Draft is rubric-derived and requires human subject-matter approval.,true
cfabb50f-6bee-4c75-af53-7ba415dd697f,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: parameter_statistic: To earn this point, make sure your response: correctly identifies (a) parameter (from population) and (b) statistic (from sample)",Draft is rubric-derived and requires human subject-matter approval.,true
d2affbe0-2481-4f00-8054-d42ff6398b27,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: sampling_methods: To earn this point, make sure your response: explains that random sampling reduces bias and ensures representativeness, while convenience sampling is subject to selection bias",Draft is rubric-derived and requires human subject-matter approval.,true
d9fb8bc8-8534-4259-ae09-8a82243aabce,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: bimodal_analysis: To earn this point, make sure your response: explains that bimodality suggests two distinct groups or processes; discusses how mean can be misleading if it falls between the peaks",Draft is rubric-derived and requires human subject-matter approval.,true
0f7571c4-4327-45cf-9cc4-d9f822c8db65,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: percentile_zscore: To earn this point, make sure your response: correctly identifies z-score as 1 (approximately; 84th percentile is 1 SD above mean)",Draft is rubric-derived and requires human subject-matter approval.,true
07edc710-16bb-4c09-b7d2-789cdc5a9926,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: standard_normal_utility: To earn this point, make sure your response references the Central Limit Theorem and explains that sample means become approximately normal for large samples regardless of the population's shape -- merely defining a z-score is not sufficient.",Draft is rubric-derived and requires human subject-matter approval.,true
af82b114-64dc-4161-a900-4e6de29ab303,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: experiment_vs_survey: To earn this point, make sure your response: experiment manipulates; survey observes",Draft is rubric-derived and requires human subject-matter approval.,true
bb2c9c91-f2c9-4312-a416-e6867c3fdaf3,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: double_blind_importance: To earn this point, make sure your response: explains that neither subjects nor experimenters know treatment; prevents placebo effect and experimenter bias",Draft is rubric-derived and requires human subject-matter approval.,true
85d23dca-8f05-4e9e-9dbe-22600f8c5528,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: matched_pairs_design: To earn this point, make sure your response: specifies that same students use both methods; controls for student differences; includes random assignment of method order",Draft is rubric-derived and requires human subject-matter approval.,true
4c9180d9-3f05-4fb6-a5f5-0b1e59100ad8,ap-statistics,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: power_sample_size: To earn this point, make sure your response: explains that larger sample reduces standard error, allowing better discrimination between H₀ and H₁",Draft is rubric-derived and requires human subject-matter approval.,true
b8c56de7-c28f-4eb2-86d4-96d9a9186400,biology,true,yes,false,,prose-only multi-part,false
905df3c1-d797-456c-8caf-cfdb3721b29e,biology,true,yes,false,,prose-only multi-part,false
786c5b62-f352-4077-91bf-b2a788c152c0,biology,true,yes,false,,prose-only multi-part,false
5dca442d-b798-4ce8-9b1a-03ccfaf7aecc,biology,true,yes,false,,prose-only multi-part,false
a1101c5f-7dfa-4899-b766-c8bdf3d1e366,biology,true,yes,false,,prose-only multi-part,false
ccf9a896-ab8f-48b6-9f19-10c043ab14af,biology,true,yes,false,,prose-only multi-part,false
beb10310-b7f6-45fe-922c-b2586ac07677,biology,true,yes,false,,prose-only multi-part,false
4a84a371-50b8-47a1-8089-16ead0b41331,biology,true,yes,false,,prose-only multi-part,false
3f243cab-1291-4bac-8b7a-17ca56aad92c,biology,true,yes,false,,prose-only multi-part,false
f420df2b-d478-4795-b646-0f4a13a04b59,biology,true,yes,false,,prose-only multi-part,false
65bd0d29-e854-416e-bd1c-3b5c966de99c,biology,true,yes,false,,prose-only multi-part,false
0880b181-fd70-4b8e-8659-48aeac65fff0,biology,true,yes,false,,prose-only multi-part,false
6ee01c8f-000f-402c-b224-ada511355345,biology,true,yes,false,,prose-only multi-part,false
490a27e7-d446-4ee0-bb76-fda55d29f5d1,biology,true,yes,false,,prose-only multi-part,false
7e403aba-b29d-4d6f-9cc5-33cff23c2597,biology,true,yes,false,,prose-only multi-part,false
a0fa8005-6513-4521-8e4a-0581ac81cd7e,biology,true,yes,false,,prose-only multi-part,false
eeda718e-35ea-4282-884d-a235e76acd6f,biology,true,yes,false,,no structured parts detected,false
ec8e7408-1f8a-44d9-9dbb-dd89eb8122b1,biology,true,yes,false,,no structured parts detected,false
f07ecf14-7cfd-423a-80d1-f83d05d34ccb,biology,true,yes,false,,no structured parts detected,false
0cb84009-f7a4-4315-975c-34a7fbf06e2b,biology,true,yes,false,,no structured parts detected,false
15578bad-7da4-4a51-abde-595f5f9601d7,biology,true,yes,false,,no structured parts detected,false
317c8f23-e810-4163-8f5f-f8ea0036c742,biology,true,no,false,,Existing canonical answer has weak lexical coverage of stored rubric criteria; preserve it and route to human sanity-check.,true
b4249345-5510-4c46-b072-a1ea8219baa4,biology,true,yes,false,,no structured parts detected,false
5924211d-ad3e-43cf-9574-f3d900b4f647,biology,true,yes,false,,no structured parts detected,false
5055732c-6852-4429-8d71-57836d8c5226,biology,true,no,false,,Existing canonical answer has weak lexical coverage of stored rubric criteria; preserve it and route to human sanity-check.,true
c1e627a9-49f0-4265-96fd-08cdf7169343,biology,true,yes,false,,no structured parts detected,false
c0d0ec3a-8b19-4ad4-b211-3a7083408b38,biology,true,yes,false,,no structured parts detected,false
b76a09ff-aecf-4e87-a17b-5b04285a08e7,biology,true,yes,false,,no structured parts detected,false
a3b95a8c-b537-4f07-aab6-5e3a606d930b,biology,true,yes,false,,no structured parts detected,false
561eb0a2-a904-41dc-baee-b1b46f057dee,biology,true,yes,false,,no structured parts detected,false
a7fe6aa6-8d05-4db0-a6bf-b057f549a1ac,biology,true,yes,false,,no structured parts detected,false
ea4f4f45-60ef-44c9-828b-dbf61892eff7,biology,true,yes,false,,no structured parts detected,false
ee3aa8b2-c996-4f32-aad4-27cd68568a42,biology,true,yes,false,,no structured parts detected,false
afd0854c-343d-4e37-a066-05f23d319e03,biology,true,yes,false,,no structured parts detected,false
dd5e062b-5328-479c-bf77-16dc207957f4,biology,true,yes,false,,no structured parts detected,false
09a23a59-2ede-438d-b94f-3cbb3e12c8d0,biology,true,yes,false,,no structured parts detected,false
7e09a039-a38b-4acf-aa67-fdcb8da6d26e,biology,true,yes,false,,no structured parts detected,false
d2195299-b1b0-4ae9-a109-54fa4b53a846,biology,true,yes,false,,no structured parts detected,false
ffb44beb-3467-4353-8b05-2715517d4cbb,biology,true,yes,false,,no structured parts detected,false
9e9936b4-9fa7-4e47-b6f9-7950388318ea,biology,true,yes,false,,no structured parts detected,false
c49484c4-5e3c-4c0c-a18d-e308055c6370,biology,true,yes,false,,no structured parts detected,false
d994c1b0-7951-4060-8053-1b4410b488b7,biology,true,yes,false,,no structured parts detected,false
b32b3a6d-ee7d-4720-b5ad-64547aebd892,biology,true,yes,false,,no structured parts detected,false
c41250d8-93ec-43fd-b68e-6f157d52c0c8,biology,true,no,false,,Existing canonical answer has weak lexical coverage of stored rubric criteria; preserve it and route to human sanity-check.,true
dfa7018e-2ec0-409b-ae53-20895537ea68,biology,true,yes,false,,no structured parts detected,false
149908e1-6c62-49d3-bae7-7ac23f12ce86,biology,true,yes,false,,no structured parts detected,false
020fe264-1242-488a-aee5-9eb26d3b5faa,biology,true,yes,false,,no structured parts detected,false
e3e2cd85-0071-4d37-800b-0cba0ae09c69,biology,true,yes,false,,no structured parts detected,false
69c36745-2e64-4edd-a220-6b8935ed0a74,biology,true,no,false,,Existing canonical answer has weak lexical coverage of stored rubric criteria; preserve it and route to human sanity-check.,true
9e772ef8-410e-4269-a573-37aeb777833b,biology,true,yes,false,,no structured parts detected,false
004fa02d-4b3a-42f1-9159-e909ded75d7f,biology,true,yes,false,,no structured parts detected,false
b29147fe-ca1c-4b33-b8c7-e8e6192220e8,biology,true,yes,false,,no structured parts detected,false
bf484484-9ce9-45fc-ab45-49b88ae745e7,biology,true,yes,false,,no structured parts detected,false
f906df10-9c94-4432-9e4f-968e185301ac,biology,true,yes,false,,no structured parts detected,false
f96c2ad9-7bd0-4950-a9b0-d7492ea30803,biology,true,yes,false,,no structured parts detected,false
f67ec85b-e2b0-4733-b891-c3e99e076f93,biology,true,yes,false,,no structured parts detected,false
835d8ce4-93e2-46d2-af6d-adcd4c2713f3,biology,true,yes,false,,no structured parts detected,false
e0278b91-cfc8-48ef-83b7-a9b4256ddf36,biology,true,yes,false,,no structured parts detected,false
6d03e381-4f81-4f33-8804-7ea567f12330,biology,true,yes,false,,no structured parts detected,false
ec200449-df12-4069-8a92-aea33feb36c9,biology,true,yes,false,,no structured parts detected,false
907a1813-1d45-4b4f-aff7-8382632ef127,biology,true,yes,false,,no structured parts detected,false
80e917c2-fc85-4aa6-a7e7-1f37050922f8,biology,true,yes,false,,no structured parts detected,false
5dfd441b-f01b-4dc4-b327-1fe05b12f432,biology,true,yes,false,,no structured parts detected,false
c992e827-4720-4f1a-b2d4-924a9313e7b3,biology,true,yes,false,,no structured parts detected,false
ffe8566d-7b98-4526-b58a-f37c4d8ededc,biology,true,yes,false,,no structured parts detected,false
79cb5876-49bb-4d94-856d-414cd4c629b8,biology,true,yes,false,,no structured parts detected,false
be78ce36-c01b-47d1-901f-7bf38caa0e7b,biology,true,yes,false,,no structured parts detected,false
016e7347-2003-45de-9967-619544d691ca,biology,true,yes,false,,no structured parts detected,false
7640704b-6e1d-4bad-bc74-f3d194324805,biology,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: a-i: State that a synapomorphy is a shared character derived from a common ancestor, distinguishing it from an ancestral (underived) character. | a-ii: Explain that only shared derived characters indicate recent common ancestry; shared ancestral characters are uninformative because they are shared too broadly. | a-iii: Give the correct topology and identify A as the outgroup because it has none of the derived characters shared by B-E. | a-iv: State that parsimony minimizes the number of required evolutionary changes, and that this is preferred because it assumes the fewest independent, unsupported evolutionary events.",Draft is rubric-derived and requires human subject-matter approval.,true
2c275bcc-2927-4910-83b6-fe61552a511b,biology,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: b-i: State that neutral mutations are invisible to natural selection, so they accumulate at a roughly constant, selection-independent rate. | b-ii: Show the calculation 4.0 x 2 = 8.0 Mya using the given calibration. | b-iii: Give one valid reason the clock rate can vary, such as generation-time differences or non-neutral sites. | b-iv: Give a second, different valid reason, such as repair-rate differences between lineages or calibration uncertainty.",Draft is rubric-derived and requires human subject-matter approval.,true
ebcdd05b-73a4-49ca-9b2e-96f8bbdef234,biology,false,na,false,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: c-i: Explain that convergently evolved analogous structures can be mistaken for synapomorphies, incorrectly grouping unrelated species. | c-ii: Give a reason molecular data is more reliable (many more characters, or statistical correction for saturation) and a real example such as birds nested within Reptilia (sister to crocodilians) or whales sister to hippos. | d-i: Name one valid evidence type and explain what result would indicate separate-species vs. subspecies status. | d-ii: Name a second, different valid evidence type (e.g. reproductive compatibility) and explain its interpretation. | d-iii: Name a third, different valid evidence type (e.g. consistent morphological/ecological differences) and explain its interpretation.",Draft is rubric-derived and requires human subject-matter approval.,true
87874651-60bb-40cc-a634-2ce196ad996d,biology,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: BOXPLOT_SCALE: To earn this point, make sure your response: uses one interpretable common scale for both temperatures. | CENTER_COMPARISON: To earn this point, make sure your response: correctly compares medians (37C has higher reaction rate) in context. | FIVE_NUMBER_VALUES: To earn this point, make sure your response: both boxplots recover the listed five-number summaries. | VARIABILITY_COMPARISON: To earn this point, make sure your response: correctly compares IQR or range (37C more variable) in context.",Draft is rubric-derived and requires human subject-matter approval.,true
b738b319-8146-43d5-a2c4-5b292e1f1943,biology,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: CATEGORY_LABELS: To earn this point, make sure your response: genotype segments and time points are identifiable. | COMPARISON: To earn this point, make sure your response: correctly identifies After as having the larger RR relative frequency. | RELATIVE_FREQUENCIES: To earn this point, make sure your response: converts counts to correct within-time-point relative frequencies. | SEGMENTED_BARS: To earn this point, make sure your response: draws two complete segmented bars with total length 1 or 100%.",Draft is rubric-derived and requires human subject-matter approval.,true
001fef04-5272-4c9d-9d2b-cde19287bcc7,biology,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: AXIS_SCALE: To earn this point, make sure your response: uses an interpretable numeric scale covering 2 through 9. | DOT_COUNTS: To earn this point, make sure your response: plots the correct number of dots at each germination time. | SHAPE_DESCRIPTION: To earn this point, make sure your response: describes the distribution as right-skewed in context. | TAIL_DESCRIPTION: Describe the sparse right tail from 7 through 9 days.",Draft is rubric-derived and requires human subject-matter approval.,true
3db8a97a-baaf-4ff4-9110-06dd4bc91892,biology,false,na,true,"DRAFT PROPOSAL FOR HUMAN APPROVAL ONLY. Answer each rubric criterion explicitly: ASSOCIATION_DESCRIPTION: To earn this point, make sure your response: describes a strong, positive, roughly linear association in context. | AXIS_LABELS: To earn this point, make sure your response: labels forage biomass and rabbit population size on the correct axes. | BIOLOGICAL_INTERPRETATION: To earn this point, make sure your response: explains that forage biomass limits the rabbit population as a resource, so more forage supports a larger population. | POINTS_PLOTTED: To earn this point, make sure your response: plots all nine ordered pairs at recoverable locations. | TREND_LINE: To earn this point, make sure your response: sketches a reasonable increasing line through the point cloud.",Draft is rubric-derived and requires human subject-matter approval.,true

